KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-03,56441.25,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-04,49545.38,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-05,53330.15,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-06,57067.02,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-07,64419.84,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-08,55654.67,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-09,64481.01,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-10,67951.19,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-11,65366.67,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2020-12,71511.68,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2021-01,56847.6,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2021-02,59469.07,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2021-03,76065.57,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2021-04,70667.27,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
MIR.M.U2.B.A2C.A.B.A.2250.EUR.P,M,U2,B,A2C,A,B,A,2250,EUR,P,2021-05,69729.2,A,F,,,P1M,,S,,,,,,,,,,0,,4F0,Bank business volumes - loans to households for house purchase (pure new loans) ,"Euro area (changing composition), Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Pure new loans business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",EUR,6
