response,response_label,channel,shock,horizon_months,cumulative_ci_68_low,cumulative_ci_68_high,cumulative_ci_90_low,cumulative_ci_90_high,cumulative_ci_95_low,cumulative_ci_95_high,bootstrap_replications,bootstrap_method,block_length,interval_note,source_method
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,target_factor_monthly_easing,1,-0.013182035048728809,0.0017541185356921465,-0.016814158842499222,0.006465650125276442,-0.019018734932147528,0.009080312097167626,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,target_factor_monthly_easing,3,-0.022147244303144357,0.0056730509769007936,-0.03063231499554754,0.016008665772623224,-0.03473282285569026,0.019530528025418683,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,target_factor_monthly_easing,6,-0.03506478422439359,0.010849162144675033,-0.04865143548513444,0.02785589821291824,-0.052898994715719294,0.035328346817127876,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,target_factor_monthly_easing,12,-0.05739909189700711,0.01698585264908042,-0.07781172529308458,0.04034948759423478,-0.08680521027719221,0.05046194416497719,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,target_factor_monthly_easing,24,-0.0816115766912873,0.02325056541626543,-0.11419436897264292,0.05773518419975142,-0.12570069733293146,0.06980699860559497,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_dax_real_de,real DAX,financial_market,target_factor_monthly_easing,0,-0.005660077889410873,0.0034475218158649523,-0.008935601189661295,0.00594169268227529,-0.0103225989912408,0.007517644020958062,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_dax_real_de,real DAX,financial_market,target_factor_monthly_easing,1,-0.01092073937192176,0.006105280432115682,-0.01808132199853162,0.01213966380563871,-0.020120120416116265,0.01539924089774136,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_dax_real_de,real DAX,financial_market,target_factor_monthly_easing,3,-0.0206993973564534,0.0026994385418405644,-0.028218925239098577,0.00947479819651677,-0.03080399755401134,0.013153690628615662,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_dax_real_de,real DAX,financial_market,target_factor_monthly_easing,6,-0.03421060572367616,-0.002984162385912517,-0.0440804516943113,0.010073038186473069,-0.04888378164371604,0.01333878305903077,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_dax_real_de,real DAX,financial_market,target_factor_monthly_easing,12,-0.061588557907676214,-0.017340643447004273,-0.07362826351657945,-0.005534251498821546,-0.08070370104535227,0.0004143968689133031,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_dax_real_de,real DAX,financial_market,target_factor_monthly_easing,24,-0.10441443074674214,-0.0338847187208193,-0.12260800724525438,-0.010910984608687013,-0.13410876021301074,0.0005870372886897716,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,target_factor_monthly_easing,0,0.00014197819759321036,0.01343861794233727,-0.0032737055128135243,0.016941666899622666,-0.005429131523711645,0.020391691026750355,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,target_factor_monthly_easing,1,0.010091638739439364,0.04501166149368587,0.0007992565639294961,0.05482435286109573,-0.0008751197210997831,0.06035055805810199,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,target_factor_monthly_easing,3,0.009151178783228279,0.07616031303272033,-0.007429591892965533,0.09380748966337256,-0.013810872903102426,0.10310297973424679,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,target_factor_monthly_easing,6,0.02313506452614765,0.11732447655529991,-0.00907504937910074,0.14759932037583084,-0.014671028942110882,0.15991616836608194,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,target_factor_monthly_easing,12,0.05090993074276893,0.18555908519855432,-0.0006715855922709683,0.23417718885563013,-0.024372799454508598,0.2465434377556123,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,target_factor_monthly_easing,24,0.04778068063166187,0.23412104087413796,-0.016457923120939893,0.2927687184279262,-0.04891419419868015,0.3155934888756908,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,target_factor_monthly_easing,0,-0.006451550077811197,0.008408219900801482,-0.011604798822719148,0.0142530158962169,-0.014661745541314287,0.0172158915747279,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,target_factor_monthly_easing,1,-0.0016805540746771953,0.03835420441774845,-0.014017945857959827,0.05160213218802585,-0.017353372296759432,0.05844192575878258,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,target_factor_monthly_easing,3,-0.010491764036811976,0.056057624154783124,-0.02961985531601912,0.07700568569244483,-0.034814425325968,0.0837155544354106,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,target_factor_monthly_easing,6,-0.005850310214833089,0.07893062275636557,-0.03143038614735744,0.10577308114536804,-0.03845246512015885,0.11528844593858247,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,target_factor_monthly_easing,12,0.010676338908126661,0.1159671025700399,-0.024372065037463614,0.1493401837228377,-0.036797831072483037,0.16499859353328464,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,target_factor_monthly_easing,24,0.00952291227084827,0.13739587520362292,-0.03980926138682861,0.17566462003531635,-0.05463874172235466,0.20363508348251996,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
ln_nfc_loans_ea_stock,NFC credit,financial_credit,target_factor_monthly_easing,0,-0.0007295711501611884,0.0005325419139691201,-0.000996011407496904,0.0006860482858732798,-0.001114478416816362,0.0008022704394435808,399,wild,0,joint horizon residual resampling preserves empirical cross-horizon residual covariance,wild
