sample,system,nobs,sample_start,sample_end,variables,det_order,deterministic,k_ar_diff,r_null,trace_stat,trace_crit_95,trace_reject_95,maxeig_stat,maxeig_crit_95,maxeig_reject_95,selected_trace_rank_5pct,selected_maxeig_rank_5pct,error
baseline,liquidity_pair_ln_nfc_loans_ea_stock,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",1,linear_trend,2,1,6.446103376920854,3.8415,True,6.446103376920854,3.8415,True,2,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,1,0,18.88441362523548,12.3212,True,10.715730504194424,11.2246,False,2,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,1,1,8.168683121041056,4.1296,True,8.168683121041056,4.1296,True,2,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,2,0,16.099585070537366,12.3212,True,11.261417036193118,11.2246,True,2,2,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,2,1,4.83816803434425,4.1296,True,4.83816803434425,4.1296,True,2,2,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,1,0,11.786398949294236,15.4943,False,9.4491282639607,14.2639,False,0,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,1,1,2.337270685333536,3.8415,False,2.337270685333536,3.8415,False,0,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,2,0,17.939629170778417,15.4943,True,16.464915616420924,14.2639,True,1,1,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,2,1,1.474713554357493,3.8415,False,1.474713554357493,3.8415,False,1,1,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,1,0,9.990705551190754,18.3985,False,6.2013377242105925,17.1481,False,0,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,1,1,3.7893678269801616,3.8415,False,3.7893678269801616,3.8415,False,0,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,2,0,16.118491915936644,18.3985,False,13.369598700546172,17.1481,False,0,0,
baseline,liquidity_pair_ln_house_price_de_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,2,1,2.7488932153904715,3.8415,False,2.7488932153904715,3.8415,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,1,0,17.53019859117163,12.3212,True,13.969746849663057,11.2246,True,1,1,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,1,1,3.560451741508571,4.1296,False,3.560451741508571,4.1296,False,1,1,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,2,0,10.929088409724534,12.3212,False,8.306497405095177,11.2246,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,2,1,2.6225910046293577,4.1296,False,2.6225910046293577,4.1296,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,1,0,7.726488779862256,15.4943,False,7.537691176410451,14.2639,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,1,1,0.18879760345180518,3.8415,False,0.18879760345180518,3.8415,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,2,0,7.776623203205462,15.4943,False,7.20128478541356,14.2639,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,2,1,0.5753384177919018,3.8415,False,0.5753384177919018,3.8415,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,1,0,14.294871283243996,18.3985,False,10.496410772742792,17.1481,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,1,1,3.7984605105012053,3.8415,False,3.7984605105012053,3.8415,False,0,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,2,0,18.641765401537647,18.3985,True,11.676110436499487,17.1481,False,2,0,
baseline,liquidity_pair_ln_dax_real_de,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,2,1,6.965654965038162,3.8415,True,6.965654965038162,3.8415,True,2,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,1,0,9.591313643980202,12.3212,False,9.131519130901092,11.2246,False,0,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,1,1,0.45979451307911046,4.1296,False,0.45979451307911046,4.1296,False,0,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,2,0,6.213801511572101,12.3212,False,5.9527857122301295,11.2246,False,0,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,2,1,0.2610157993419725,4.1296,False,0.2610157993419725,4.1296,False,0,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,1,0,12.619355518465678,15.4943,False,12.06723825172654,14.2639,False,0,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,1,1,0.5521172667391394,3.8415,False,0.5521172667391394,3.8415,False,0,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,2,0,15.401833397656665,15.4943,False,14.283611423079584,14.2639,True,0,1,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,2,1,1.11822197457708,3.8415,False,1.11822197457708,3.8415,False,0,1,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,1,0,19.723153355719283,18.3985,True,14.29948159129506,17.1481,False,2,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,1,1,5.423671764424227,3.8415,True,5.423671764424227,3.8415,True,2,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,2,0,24.501978068139284,18.3985,True,14.589541945606657,17.1481,False,2,0,
baseline,liquidity_pair_ln_compensation_ea20_real,70,2005-03-31,2022-06-30,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,2,1,9.91243612253263,3.8415,True,9.91243612253263,3.8415,True,2,0,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,1,0,112.1241056121342,60.0627,True,82.78824189160056,30.4428,True,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,1,1,29.33586372053364,40.1749,False,13.93939360523288,24.1592,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,1,2,15.396470115300769,24.2761,False,8.543498221647836,17.7961,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,1,3,6.852971893652931,12.3212,False,5.480532044029442,11.2246,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,1,4,1.3724398496234895,4.1296,False,1.3724398496234895,4.1296,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,2,0,80.68354655322669,60.0627,True,46.69382010915569,30.4428,True,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,2,1,33.989726444070996,40.1749,False,13.282225522887249,24.1592,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,2,2,20.70750092118375,24.2761,False,12.373617440897664,17.7961,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,2,3,8.333883480286088,12.3212,False,6.010806270238702,11.2246,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",-1,none,2,4,2.3230772100473867,4.1296,False,2.3230772100473867,4.1296,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,1,0,106.24141995311015,69.8189,True,76.14868191310185,33.8777,True,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,1,1,30.092738040008292,47.8545,False,17.32767089131663,27.5858,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,1,2,12.765067148691669,29.7961,False,7.687440983939314,21.1314,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,1,3,5.077626164752354,15.4943,False,3.403598000202331,14.2639,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,1,4,1.6740281645500235,3.8415,False,1.6740281645500235,3.8415,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,2,0,88.90389903189168,69.8189,True,51.418327930573675,33.8777,True,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,2,1,37.485571101318,47.8545,False,22.82719440541745,27.5858,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,2,2,14.658376695900548,29.7961,False,8.970378227757315,21.1314,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,2,3,5.687998468143234,15.4943,False,4.965775529525644,14.2639,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",0,constant,2,4,0.7222229386175899,3.8415,False,0.7222229386175899,3.8415,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,1,0,97.41594844023928,79.3422,True,51.535272360940056,37.1646,True,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,1,1,45.880676079299214,55.2459,False,24.524439586808647,30.8151,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,1,2,21.356236492490563,35.0116,False,11.429539800241852,24.2522,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,1,3,9.92669669224871,18.3985,False,7.196225169956546,17.1481,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,1,4,2.730471522292165,3.8415,False,2.730471522292165,3.8415,False,1,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,2,0,94.91360493737018,79.3422,True,37.64774556390424,37.1646,True,2,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,2,1,57.26585937346593,55.2459,True,24.512707117998747,30.8151,False,2,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,2,2,32.75315225546718,35.0116,False,22.761823717348264,24.2522,False,2,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,2,3,9.991328538118909,18.3985,False,5.865905963912049,17.1481,False,2,1,
robustness,liquidity_credit_housing_income_core,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real",1,linear_trend,2,4,4.12542257420686,3.8415,True,4.12542257420686,3.8415,True,2,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,1,0,140.90324851295966,83.9383,True,88.40976634886404,36.6301,True,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,1,1,52.49348216409561,60.0627,False,24.94619625751355,30.4428,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,1,2,27.547285906582072,40.1749,False,14.781636412683449,24.1592,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,1,3,12.765649493898621,24.2761,False,7.209777164203724,17.7961,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,1,4,5.555872329694897,12.3212,False,4.5322582785514385,11.2246,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,1,5,1.0236140511434593,4.1296,False,1.0236140511434593,4.1296,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,2,0,108.71342853261454,83.9383,True,50.92250545380826,36.6301,True,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,2,1,57.79092307880628,60.0627,False,24.54325054627689,30.4428,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,2,2,33.247672532529386,40.1749,False,14.249451359247834,24.1592,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,2,3,18.998221173281554,24.2761,False,10.830597482792886,17.7961,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,2,4,8.16762369048867,12.3212,False,6.117067653857363,11.2246,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",-1,none,2,5,2.0505560366313067,4.1296,False,2.0505560366313067,4.1296,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,1,0,135.65477535251495,95.7542,True,80.14135277532512,40.0763,True,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,1,1,55.51342257718985,69.8189,False,25.471943169124508,33.8777,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,1,2,30.041479408065324,47.8545,False,16.082494624360947,27.5858,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,1,3,13.958984783704384,29.7961,False,8.103237806234256,21.1314,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,1,4,5.855746977470127,15.4943,False,4.108984540918242,14.2639,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,1,5,1.7467624365518848,3.8415,False,1.7467624365518848,3.8415,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,2,0,112.59102871468002,95.7542,True,51.18057430649845,40.0763,True,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,2,1,61.410454408181565,69.8189,False,23.570604642485037,33.8777,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,2,2,37.83984976569652,47.8545,False,21.554640628238918,27.5858,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,2,3,16.285209137457603,29.7961,False,10.95290298493478,21.1314,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,2,4,5.332306152522821,15.4943,False,4.994605969669056,14.2639,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",0,constant,2,5,0.33770018285376446,3.8415,False,0.33770018285376446,3.8415,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,1,0,126.62101612995443,107.3429,True,55.19147973014656,43.4183,True,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,1,1,71.42953639980787,79.3422,False,28.387630919485133,37.1646,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,1,2,43.04190548032275,55.2459,False,20.65692557846605,30.8151,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,1,3,22.38497990185669,35.0116,False,11.53151711710941,24.2522,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,1,4,10.85346278474728,18.3985,False,7.646395450534135,17.1481,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,1,5,3.2070673342131464,3.8415,False,3.2070673342131464,3.8415,False,1,1,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,2,0,117.68451576052453,107.3429,True,35.270282933793155,43.4183,False,2,0,
