"date","month","quarter","lp_monthly_regime","monthly_identification_sample","baseline_sample_monthly","full_sample_monthly","is_quarter_end_month","event_count","missing_month_flag","timing_factor_monthly_sum_zero","target_factor_monthly_sum_zero","fg_factor_monthly_sum_zero","qe_factor_monthly_sum_zero","weighted_composite_monthly_sum_zero","timing_factor_monthly_easing","target_factor_monthly_easing","fg_factor_monthly_easing","qe_factor_monthly_easing","weighted_composite_monthly_easing","wx_shadow_rate","d_wx_shadow_rate","dfr_eop","d_dfr_eop","dfr_mavg","d_dfr_mavg","ecb_assets_ea_stock","ecb_assets_ea_mavg","ln_ecb_assets_ea_stock","ln_ecb_assets_ea_mavg","d_ecb_assets_ea_stock","d_ecb_assets_ea_mavg","d_ln_ecb_assets_ea_stock","d_ln_ecb_assets_ea_mavg","hh_loans_ea_stock","ln_hh_loans_ea_stock","hh_loans_ea_real","ln_hh_loans_ea_real","d_ln_hh_loans_ea_stock","d_ln_hh_loans_ea_real","nfc_loans_ea_stock","ln_nfc_loans_ea_stock","nfc_loans_ea_real","ln_nfc_loans_ea_real","d_ln_nfc_loans_ea_stock","d_ln_nfc_loans_ea_real","dax_close","ln_dax_close","dax_real_de","ln_dax_real_de","d_ln_dax_real_de","retail_de_mom_pct","retail_de_chained_index","ln_retail_de_chained_index","d_ln_retail_de_chained_index","ecb_house_purchase_growth_yoy","d_ecb_house_purchase_growth_yoy","ecb_house_purchase_pure_new_loans","ln_ecb_house_purchase_pure_new_loans","d_ln_ecb_house_purchase_pure_new_loans","ecb_wage_tracker_headline_yoy","d_ecb_wage_tracker_headline_yoy","ecb_wage_tracker_ex_oneoffs_yoy","d_ecb_wage_tracker_ex_oneoffs_yoy","ecb_wage_tracker_unsmoothed_oneoffs_yoy","d_ecb_wage_tracker_unsmoothed_oneoffs_yoy","inflation_ea20_yoy_pct","d_inflation_ea20_yoy_pct","ecb_wage_tracker_headline_real_yoy","d_ecb_wage_tracker_headline_real_yoy","ecb_wage_tracker_ex_oneoffs_real_yoy","d_ecb_wage_tracker_ex_oneoffs_real_yoy","ecb_wage_tracker_unsmoothed_oneoffs_real_yoy","d_ecb_wage_tracker_unsmoothed_oneoffs_real_yoy","ecb_wage_tracker_ex_oneoffs_real_yoy_ma3","d_ecb_wage_tracker_ex_oneoffs_real_yoy_ma3","ecb_wage_tracker_ex_oneoffs_real_yoy_momentum_3m","d_ecb_wage_tracker_ex_oneoffs_real_yoy_momentum_3m","ecb_wage_tracker_coverage_pct","eurostat_unemployment_rate_ea21_sa","eurostat_labor_tightness_unemployment_inv","d_eurostat_unemployment_rate_ea21_sa","d_eurostat_labor_tightness_unemployment_inv","eurostat_ecfin_eei_ea20","d_eurostat_ecfin_eei_ea20","eurostat_ecfin_services_employment_expectations_ea20","d_eurostat_ecfin_services_employment_expectations_ea20","ecb_ces_income_expectations_12m_median","d_ecb_ces_income_expectations_12m_median","ecb_ces_real_income_expectations_12m_median","d_ecb_ces_real_income_expectations_12m_median","ecb_ces_unemployment_expectations_12m_median","d_ecb_ces_unemployment_expectations_12m_median","eurostat_sts_industry_wage_bill_de","ln_eurostat_sts_industry_wage_bill_de","eurostat_sts_industry_wage_bill_de_yoy","eurostat_sts_industry_wage_bill_de_real_yoy","d_eurostat_sts_industry_wage_bill_de_yoy","d_eurostat_sts_industry_wage_bill_de_real_yoy","ecb_mir_mortgage_lending_rate","ecb_mir_nfc_lending_rate","ecb_mir_mortgage_lending_spread_dfr","ecb_mir_nfc_lending_spread_dfr","d_ecb_mir_mortgage_lending_rate","d_ecb_mir_nfc_lending_rate","d_ecb_mir_mortgage_lending_spread_dfr","d_ecb_mir_nfc_lending_spread_dfr","bls_credit_standards_mortgage_q_observed","bls_credit_standards_nfc_q_observed","bls_credit_standards_consumer_q_observed","bls_loan_demand_mortgage_q_observed","bls_loan_demand_nfc_q_observed","bls_loan_demand_consumer_q_observed","hicp_de","hicp_ea20","hicp_ea","inflation_de_mom","inflation_ea20_mom","inflation_de_yoy_pct","d_inflation_de_yoy_pct","house_price_de_q_observed","house_price_de_real_q_observed","ln_house_price_de_real_q_observed","d_ln_house_price_de_real_q_observed","compensation_ea20_nominal_q_observed","compensation_ea20_real_q_observed","ln_compensation_ea20_real_q_observed","d_ln_compensation_ea20_real_q_observed","monthly_housing_available","monthly_compensation_available","regime","identification_regime","timing_factor_event_count","timing_factor_monthly_sum","timing_factor_monthly_mean","timing_factor_monthly_abs_sum","timing_factor_monthly_cumulative","target_factor_event_count","target_factor_monthly_sum","target_factor_monthly_mean","target_factor_monthly_abs_sum","target_factor_monthly_cumulative","fg_factor_event_count","fg_factor_monthly_sum","fg_factor_monthly_mean","fg_factor_monthly_abs_sum","fg_factor_monthly_cumulative","qe_factor_event_count","qe_factor_monthly_sum","qe_factor_monthly_mean","qe_factor_monthly_abs_sum","qe_factor_monthly_cumulative","weighted_composite_monthly_sum","weighted_composite_monthly_mean","weighted_composite_monthly_abs_sum","weighted_composite_monthly_cumulative","ecb_assets_ea_trillions","dax_volume","ln_hicp_de","ln_hicp_ea20","ln_house_price_de_q_observed","ln_compensation_ea20_nominal_q_observed","d_bls_credit_standards_mortgage_q_observed","d_bls_credit_standards_nfc_q_observed","d_bls_credit_standards_consumer_q_observed","d_bls_loan_demand_mortgage_q_observed","d_bls_loan_demand_nfc_q_observed","d_bls_loan_demand_consumer_q_observed","d_ln_dax_close","d_ln_hicp_de","d_ln_hicp_ea20"
2005-01-31,"2005-01","2005Q1","pre_qe",TRUE,TRUE,TRUE,0,1,"False",0.168585082560365,-0.427108381794427,-6.49717269811003,NA,-0.621174045649113,-0.168585082560365,0.427108381794427,6.49717269811003,NA,0.621174045649113,2.02847580031615,NA,1,NA,1,NA,894782,886408.25,13.7043353921687,13.6949329022423,NA,NA,NA,NA,3990169,15.1993441438588,4060414.16505546,15.2167955374725,NA,NA,3193146,14.976517195675,3249359.92673247,14.9939685892888,NA,NA,4254.85,8.35581478774214,4315.26369168357,8.36991371212164,NA,2.1,102.1,4.62595272517062,NA,10.0538244205548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,-9.3,NA,NA,97,NA,4.7,NA,NA,NA,NA,NA,NA,NA,65.8,4.18661983833127,NA,NA,NA,NA,3.84,3.36,2.84,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,98.27,98.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",1,0.168585082560365,0.168585082560365,0.168585082560365,14.852166625038,1,-0.427108381794427,-0.427108381794427,0.427108381794427,11.0337630774413,1,-6.49717269811003,-6.49717269811003,6.49717269811003,-10.8747955080486,0,NA,NA,NA,0,-0.621174045649113,-0.621174045649113,0.621174045649113,2.94587250026198,0.894782,4400471728,4.59107126160859,4.58771879237434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-02-28,"2005-02","2005Q1","pre_qe",TRUE,TRUE,TRUE,0,1,"False",-0.306307457710664,-0.722892247726944,-0.388132891351003,NA,-0.176702984178241,0.306307457710664,0.722892247726944,0.388132891351003,NA,0.176702984178241,1.98745983275923,-0.0410159675569233,1,0,1,0,913849,902691,13.7254206289105,13.7131355811468,19067,16282.75,0.0210852367418131,0.0182026789045011,4006474,15.2034221107246,4062537.01074833,15.2173182159167,0.00407796686578443,0.000522678444140112,3195236,14.9771715084806,3239947.27235855,14.9910676136727,0.000654312805517421,-0.00290097561612868,4350.49,8.37804376141707,4394.43434343434,8.38809409727057,0.0181803851489306,-1.2,100.8748,4.61388014393635,-0.0120725812342686,10.0877321294956,0.0339077089408004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,-9.3,0,0,96,-1,3.5,-1.2,NA,NA,NA,NA,NA,NA,63,4.14313472639153,NA,NA,NA,NA,3.75,3.38,2.75,2.38,-0.0899999999999999,0.02,-0.0899999999999999,0.02,NA,NA,NA,NA,NA,NA,99,98.62,98.63,0.00404858852600043,0.00355528842164432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",1,-0.306307457710664,-0.306307457710664,0.306307457710664,14.5458591673273,1,-0.722892247726944,-0.722892247726944,0.722892247726944,10.3108708297143,1,-0.388132891351003,-0.388132891351003,0.388132891351003,-11.2629283993996,0,NA,NA,NA,0,-0.176702984178241,-0.176702984178241,0.176702984178241,2.76916951608374,0.913849,4029762272,4.59511985013459,4.59127408079598,NA,NA,NA,NA,NA,NA,NA,NA,0.022228973674931,0.00404858852600043,0.00355528842164432
2005-03-31,"2005-03","2005Q1","pre_qe",TRUE,TRUE,TRUE,1,1,"False",-0.677469712777401,-0.312685773024384,-0.381807821723861,NA,-0.185349263920801,0.677469712777401,0.312685773024384,0.381807821723861,NA,0.185349263920801,2.00289660082523,0.015436768066003,1,0,1,0,926434,912849.25,13.7390980863364,13.7243260309386,12585,10158.25,0.0136774574258762,0.0111904497918314,4034733,15.2104506864931,4061130.34725717,15.2169719034833,0.00702857576850313,-0.000346312433343599,3211693,14.9823087704024,3232705.58631102,14.9888299873926,0.00513726192179398,-0.00223762628005097,4348.77,8.37764832547828,4375.02012072435,8.38366639780385,-0.0044276994667225,0.1,100.9756748,4.61487964426943,0.000999500333082715,9.983616054246,-0.104116075249602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,-9.3,0,0,97.4,1.40000000000001,5.8,2.3,NA,NA,NA,NA,NA,NA,66.6,4.19870457754634,NA,NA,NA,NA,3.75,3.38,2.75,2.38,0,0,0,0,-0.591941421276812,-1.87758735564452,-0.562337835055182,9.25218082842936,-8.57577866407394,-3.8102109344457,99.4,99.35,99.36,0.00403226352793862,0.00737488820184584,NA,NA,97.4609,98.0491951710262,4.58546934425605,NA,75.62,76.1147458480121,4.33224201545305,NA,TRUE,TRUE,"pre_gfc","pre_qe",1,-0.677469712777401,-0.677469712777401,0.677469712777401,13.8683894545499,1,-0.312685773024384,-0.312685773024384,0.312685773024384,9.99818505668994,1,-0.381807821723861,-0.381807821723861,0.381807821723861,-11.6447362211235,0,NA,NA,NA,0,-0.185349263920801,-0.185349263920801,0.185349263920801,2.58382025216294,0.926434,4256980320,4.59915211366253,4.59864896899783,4.57945127193049,4.32572079846279,NA,NA,NA,NA,NA,NA,-0.000395435938782995,0.00403226352793862,0.00737488820184584
2005-04-30,"2005-04","2005Q2","pre_qe",TRUE,TRUE,TRUE,0,1,"False",0.145834877974023,-0.712066516952155,-2.81150537318928,NA,-0.323187521120691,-0.145834877974023,0.712066516952155,2.81150537318928,NA,0.323187521120691,2.0534996194169,0.0506030185916728,1,0,1,0,934479,929123.4,13.7477444337151,13.7419968399758,8045,16274.15,0.00864634737876813,0.0176708090371509,4063313,15.2175092086751,4072680.16437807,15.2198118577378,0.00705852218202985,0.00283995425444061,3237060,14.9901760684178,3244522.4015235,14.9924787174805,0.0078672980154213,0.00364873008783206,4184.84,8.33922375041256,4210.10060362173,8.34524182273812,-0.0384245750657275,-0.5,100.470796426,4.60986710244589,-0.00501254182354405,10.0149180725785,0.0313020183325001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,-9.4,0.0999999999999996,-0.0999999999999996,97.3,-0.100000000000009,4.4,-1.4,NA,NA,NA,NA,NA,NA,67.9,4.21803603456465,NA,NA,NA,NA,3.74,3.34,2.74,2.34,-0.00999999999999979,-0.04,-0.00999999999999979,-0.04,NA,NA,NA,NA,NA,NA,99.4,99.77,99.78,0,0.00421856792759012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",1,0.145834877974023,0.145834877974023,0.145834877974023,14.0142243325239,1,-0.712066516952155,-0.712066516952155,0.712066516952155,9.28611853973778,1,-2.81150537318928,-2.81150537318928,2.81150537318928,-14.4562415943128,0,NA,NA,NA,0,-0.323187521120691,-0.323187521120691,0.323187521120691,2.26063273104225,0.934479,4350029552,4.59915211366253,4.60286753692542,NA,NA,NA,NA,NA,NA,NA,NA,-0.0384245750657293,0,0.00421856792759012
2005-05-31,"2005-05","2005Q2","pre_qe",TRUE,TRUE,TRUE,0,1,"False",0.0697101935301506,-0.601234118395099,0.65078015853166,NA,-0.00461298990708985,-0.0697101935301506,0.601234118395099,-0.65078015853166,NA,0.00461298990708985,2.08576714078002,0.0322675213631136,1,0,1,0,927781,926910,13.7405509925387,13.7396117524561,-6698,-2213.40000000002,-0.00719344117646514,-0.00238508751972866,4099087,15.2262748239502,4099496.94969497,15.2263748289505,0.00876561527508102,0.0065629712127393,3255737,14.9959292288864,3256062.60626063,14.9960292338867,0.00575316046861829,0.00355051640627657,4460.63,8.40304529064386,4474.05215646941,8.40604979966416,0.0608079769260375,-0.2,100.269854833148,4.60786509977522,-0.00200200267067263,10.0375921357137,0.0226740631352005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,-9.3,-0.0999999999999996,0.0999999999999996,95.8,-1.5,2.8,-1.6,NA,NA,NA,NA,NA,NA,69.1,4.23555473077362,NA,NA,NA,NA,3.71,3.34,2.71,2.34,-0.0300000000000002,0,-0.0300000000000002,0,NA,NA,NA,NA,NA,NA,99.7,99.99,99.99,0.00301356330526392,0.00220264406234172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",1,0.0697101935301506,0.0697101935301506,0.0697101935301506,14.0839345260541,1,-0.601234118395099,-0.601234118395099,0.601234118395099,8.68488442134268,1,0.65078015853166,0.65078015853166,0.65078015853166,-13.8054614357811,0,NA,NA,NA,0,-0.00461298990708985,-0.00461298990708985,0.00461298990708985,2.25601974113516,0.927781,4091042240,4.60216567696779,4.60507018098776,NA,NA,NA,NA,NA,NA,NA,NA,0.0638215402313023,0.00301356330526392,0.00220264406234172
2005-06-30,"2005-06","2005Q2","pre_qe",TRUE,TRUE,TRUE,1,1,"False",-0.789276301839459,0.307247545670527,2.41222770133364,NA,0.130224017503626,0.789276301839459,-0.307247545670527,-2.41222770133364,NA,-0.130224017503626,2.11222356013831,0.0264564193582899,1,0,1,0,967868,946705.5,13.782850993324,13.7607433417547,40087,19795.5,0.0423000007853052,0.0211315892986281,4155562,15.2399582358495,4151410.58941059,15.2389587355164,0.0136834118992955,0.0125839065658777,3299954,15.0094190869456,3296657.34265734,15.0084195866125,0.0134898580592129,0.0123903527257951,4586.28,8.43082451694,4590.87087087087,8.43182501727359,0.0257752176094304,0.6,100.871473962147,4.61384717145276,0.00598207167754694,10.3567687100162,0.319176574302499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,-9.3,0,0,95.9,0.100000000000009,3.5,0.7,NA,NA,NA,NA,NA,NA,72,4.27666611901606,NA,NA,NA,NA,3.65,3.29,2.65,2.29,-0.06,-0.0499999999999998,-0.06,-0.0499999999999998,-7.02938557823911,-9.96829523195733,-7.2250219592989,-1.39227470672419,-1.36041242663129,0.33331518498001,99.9,100.1,100.1,0.00200400868671569,0.00109950533341685,NA,NA,96.8822,96.9791791791792,4.57449630782595,NA,76.06,75.984015984016,4.33052300216703,NA,TRUE,TRUE,"pre_gfc","pre_qe",1,-0.789276301839459,-0.789276301839459,0.789276301839459,13.2946582242146,1,0.307247545670527,0.307247545670527,0.307247545670527,8.99213196701321,1,2.41222770133364,2.41222770133364,2.41222770133364,-11.3932337344475,0,NA,NA,NA,0,0.130224017503626,0.130224017503626,0.130224017503626,2.38624375863878,0.967868,4787136768,4.60416968565451,4.60616968632117,4.57349580749237,4.33152250250011,NA,NA,NA,NA,NA,NA,0.0277792262961452,0.00200400868671569,0.00109950533341685
2005-07-31,"2005-07","2005Q3","pre_qe",TRUE,TRUE,TRUE,0,1,"False",0.369625917310987,-0.233731322115306,3.45196702887992,NA,0.347339088481958,-0.369625917310987,0.233731322115306,-3.45196702887992,NA,-0.347339088481958,2.11706517908744,0.00484161894913626,1,0,1,0,996796,988616.4,13.8123014141662,13.8040616688333,28928,41910.9,0.0294504208421973,0.0433183270786248,4185753,15.247197174036,4186171.61716172,15.2472971790363,0.00723893818648946,0.00833844351990543,3325651,15.0171760023815,3325983.59835984,15.0172760073819,0.00775691543590362,0.00885642076932136,4886.5,8.49423157977889,4871.88434695912,8.49123607079909,0.0594110535255048,0,100.871473962147,4.61384717145276,0,10.6737595303729,0.3169908203567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,-9.2,-0.100000000000001,0.100000000000001,96.5,0.599999999999994,5.4,1.9,NA,NA,NA,NA,NA,NA,67,4.20469261939097,NA,NA,NA,NA,3.62,3.31,2.62,2.31,-0.0299999999999998,0.02,-0.0299999999999998,0.02,NA,NA,NA,NA,NA,NA,100.3,99.99,99.99,0.00399600931338195,-0.00109950533341685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",1,0.369625917310987,0.369625917310987,0.369625917310987,13.6642841415256,1,-0.233731322115306,-0.233731322115306,0.233731322115306,8.75840064489791,1,3.45196702887992,3.45196702887992,3.45196702887992,-7.94126670556754,0,NA,NA,NA,0,0.347339088481958,0.347339088481958,0.347339088481958,2.73358284712074,0.996796,4527064224,4.60816569496789,4.60507018098776,NA,NA,NA,NA,NA,NA,NA,NA,0.0634070628388876,0.00399600931338195,-0.00109950533341685
2005-08-31,"2005-08","2005Q3","pre_qe",TRUE,TRUE,TRUE,0,1,"False",NA,-0.314564912531926,NA,NA,-0.118729123714365,NA,0.314564912531926,NA,NA,0.118729123714365,2.10226862829107,-0.0147965507963761,1,0,1,0,992270,989749.5,13.8077505266528,13.8052071597902,-4526,1133.09999999998,-0.00455088751337129,0.00114549095685312,4207743,15.2524369573901,4198087.39898234,15.2501395983414,0.00523978335412778,0.00284241930511087,3311656,15.0129589243587,3304056.66965978,15.01066156531,-0.00421707802284566,-0.00661444207186257,4829.69,8.48253756239224,4805.66169154229,8.4775500208812,-0.0136860499178955,0.5,101.375831331958,4.6188347129638,0.00498754151103942,10.7733906380233,0.0996311076504011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,-9.2,0,0,96.7,0.200000000000003,4.2,-1.2,NA,NA,NA,NA,NA,NA,64.9,4.17284762371004,NA,NA,NA,NA,3.65,3.34,2.65,2.34,0.0299999999999998,0.0299999999999998,0.0299999999999998,0.0299999999999998,NA,NA,NA,NA,NA,NA,100.5,100.23,100.23,0.00199203253124036,0.00239736404901691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",0,NA,NA,NA,13.6642841415256,1,-0.314564912531926,-0.314564912531926,0.314564912531926,8.44383573236598,0,NA,NA,NA,-7.94126670556754,0,NA,NA,NA,0,-0.118729123714365,-0.118729123714365,0.118729123714365,2.61485372340637,0.99227,4393875032,4.61015772749913,4.60746754503677,NA,NA,NA,NA,NA,NA,NA,NA,-0.0116940173866542,0.00199203253124036,0.00239736404901691
2005-09-30,"2005-09","2005Q3","pre_qe",TRUE,TRUE,TRUE,1,1,"False",0.798095589583271,-0.617417646881987,-2.83985561273686,NA,-0.20696799302483,-0.798095589583271,0.617417646881987,2.83985561273686,NA,0.20696799302483,1.98007610635368,-0.122192521937389,1,0,1,0,996044,978091,13.8115467122978,13.7933579917231,3774,-11658.5,0.0037961856449904,-0.0118491680670605,4241988,15.2605425852484,4210409.92555831,15.2530705704097,0.00810562785835423,0.00293097206833792,3338730,15.0211010531225,3313875.93052109,15.0136290382838,0.00814212876387543,0.00296747297385735,5044.12,8.52597848744417,5004.0873015873,8.51801031779499,0.0404602969137908,-0.6,100.767576343966,4.61281664063824,-0.0060180723255634,10.6184981440316,-0.154892493991701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,-9.2,0,0,98.6,1.89999999999999,5.3,1.1,NA,NA,NA,NA,NA,NA,64.6,4.16821441078856,NA,NA,NA,NA,3.6,3.3,2.6,2.3,-0.0499999999999998,-0.04,-0.0499999999999998,-0.04,1.502382462055,-16.3292416408934,-1.48666908600324,28.1438899372322,-5.38346856934602,5.06527786689756,100.8,100.75,100.75,0.00298062813813793,0.00517465579001808,NA,NA,96.7467,95.9788690476191,4.56412805315187,NA,76.49,75.9205955334988,4.32968799849507,NA,TRUE,TRUE,"pre_gfc","pre_qe",1,0.798095589583271,0.798095589583271,0.798095589583271,14.4623797311089,1,-0.617417646881987,-0.617417646881987,0.617417646881987,7.82641808548399,1,-2.83985561273686,-2.83985561273686,2.83985561273686,-10.7811223183044,0,NA,NA,NA,0,-0.20696799302483,-0.20696799302483,0.20696799302483,2.40788573038154,0.996044,4716475024,4.61313835563727,4.61264220082679,4.57209622280105,4.33716001333377,NA,NA,NA,NA,NA,NA,0.0434409250519288,0.00298062813813793,0.00517465579001808
2005-10-31,"2005-10","2005Q4","pre_qe",TRUE,TRUE,TRUE,0,1,"False",0.144130459906547,-0.376885299148327,-0.19131321591866,NA,-0.0413157558472417,-0.144130459906547,0.376885299148327,0.19131321591866,NA,0.0413157558472417,2.14701973361382,0.166943627260142,1,0,1,0,1003504,994100.75,13.8190084332594,13.8095938386512,7460,16009.75,0.00746172096161324,0.016235846928101,4282925,15.2701467453538,4240099.99009999,15.2600974095008,0.0096041601053809,0.00702683909107904,3360518,15.0276056867236,3326916.14691615,15.0175563508706,0.0065046336010468,0.00392731258674495,4929.07,8.50290560826816,4885.10406342914,8.49394586689669,-0.024064450898301,0.2,100.969111496654,4.61481464330091,0.00199800266267314,10.9147137477397,0.2962156037081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,-9.2,0,0,99,0.400000000000006,6.3,1,NA,NA,NA,NA,NA,NA,66.5,4.19720194766181,NA,NA,NA,NA,3.6,3.3,2.6,2.3,0,0,0,0,NA,NA,NA,NA,NA,NA,100.9,101.01,101,0.000991571722295248,0.00257732101430008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"pre_gfc","pre_qe",1,0.144130459906547,0.144130459906547,0.144130459906547,14.6065101910154,1,-0.376885299148327,-0.376885299148327,0.376885299148327,7.44953278633567,1,-0.19131321591866,-0.19131321591866,0.19131321591866,-10.9724355342231,0,NA,NA,NA,0,-0.0413157558472417,-0.0413157558472417,0.0413157558472417,2.3665699745343,1.003504,4581824480,4.61412992735956,4.61521952184109,NA,NA,NA,NA,NA,NA,NA,NA,-0.0230728791760075,0.000991571722295248,0.00257732101430008
