"date","quarter","baseline_sample","robustness_sample","wx_shadow_rate","dfr_eop","dfr_qavg","ecb_assets_ea_stock","ecb_assets_ea_qavg","ecb_assets_ea_trillions","ln_ecb_assets_ea_stock","hh_loans_ea_stock","ln_hh_loans_ea_stock","nfc_loans_ea_stock","ln_nfc_loans_ea_stock","house_price_de","house_price_de_real","ln_house_price_de","ln_house_price_de_real","compensation_ea20_nominal","compensation_ea20_real","ln_compensation_ea20_nominal","ln_compensation_ea20_real","dax_close","dax_real_de","ln_dax_close","ln_dax_real_de","hicp_de","hicp_ea20","hicp_ea","ln_hicp_de","ln_hicp_ea20","credit_standards_enterprise","credit_standards_household","retail_de_mom_pct_qavg","retail_de_chained_index_qavg","dummy_gfc_2008q4","dummy_euro_crisis_2012q3","dummy_qe_launch_2015q1","dummy_covid_2020q2","dummy_2022_tightening_q3","regime_qe_2015_2022q2","regime_post_covid","regime_post_2022_tightening"
2007-09-30,"2007Q3",TRUE,TRUE,3.86215980684755,3,3,1250396,1212548.84615385,1.250396,14.038970859108,4976147.7,15.4201665954365,4257073.8,15.2640925808122,97.1,93.007662835249,4.57574137529728,4.53268188583683,80.28,76.8303186907838,4.38552052392814,4.34159933687021,7861.5,7530.1724137931,8.96973270691033,8.92667321744988,104.4,104.49,104.423333333333,4.64822967544854,4.64909137304602,-3,-1,0.0666666666666667,100.017263664348,0,0,0,0,0,0,0,0
2007-12-31,"2007Q4",TRUE,TRUE,3.89869369967772,3,3,1511244,1308094.84615385,1.511244,14.2284437106799,5053583.82,15.4356082168835,4424368.69,15.3026381573194,97.3,92.4319189360355,4.57779898919196,4.52647236202662,81.09,76.6252992314477,4.39555964895647,4.33892729938999,8067.31,7663.68904369854,8.99557537236276,8.94424874519742,105.266666666667,105.826666666667,105.733333333333,4.65649681315343,4.66180253555456,31,12,-0.333333333333333,99.3826443993359,0,0,0,0,0,0,0,0
2008-03-31,"2008Q1",TRUE,TRUE,3.9806726504378,3,3,1390804,1341422.23076923,1.390804,14.1453925551543,5117563.02,15.4481889110485,4582507.68,15.3377569346357,99.4,93.7146448774356,4.59915211366253,4.54025447241504,82.02,76.9972150076665,4.40696311996391,4.34376925246798,6534.97,6161.19107479573,8.78492303538214,8.72602539413465,106.066666666667,106.523333333333,106.393333333333,4.66406782723558,4.66836405348403,40,21,0.0333333333333334,100.166240951559,0,0,0,0,0,0,0,0
2008-06-30,"2008Q2",TRUE,TRUE,4.07680402755618,3,3,1462710,1415137,1.46271,14.1958014375237,5189519.1,15.4621515918894,4708682.14,15.3649186264165,100.3,93.8260056127222,4.60816569496789,4.54144206292498,82.46,76.1497260358308,4.41231332727875,4.33270148164371,6418.32,6004.04115996258,8.76691168019624,8.70018804815334,106.9,108.286666666667,108.143333333333,4.671893818031,4.68478203162314,49,33,-0.2,99.0863683988805,0,0,0,0,0,0,0,0
2008-09-30,"2008Q3",TRUE,TRUE,4.09377965520856,3.25,3.22826086956522,1518548,1449515.23076923,1.518548,14.2332651731099,5235649.94,15.471001547398,4800314.85,15.3841920674769,99.9,92.6716141001855,4.60416968565451,4.5290622131677,83.28,76.6827291979988,4.42220842430671,4.33967650958891,5831.02,5409.10946196661,8.67094722115968,8.59583974867287,107.8,108.603333333333,108.44,4.6802776584749,4.6877021007059,43,29,0.866666666666667,99.8119545461827,0,0,0,0,0,0,0,0
2008-12-31,"2008Q4",TRUE,TRUE,2.60548820965752,2,2.79347826086956,2043465,1973128.84615385,2.043465,14.5301574543624,5270873.17,15.4777065937,4880439.71,15.4007458782784,100.6,93.9894113983183,4.61115225766564,4.54318213122637,83.51,77.0908979014093,4.42496638516514,4.34498521784671,4810.2,4494.11398318281,8.47849394227696,8.41052381583769,107.033333333333,108.326666666667,108.15,4.67314031242736,4.68515135330652,65,36,-0.2,100.419692104822,1,0,0,0,0,0,0,0
2009-03-31,"2009Q1",TRUE,TRUE,0.443695255843379,0.5,1.10555555555556,1803083,1907250,1.803083,14.405008535513,5275719.2,15.478625569265,4900934.82,15.4049365244766,100.3,93.8260056127222,4.60816569496789,4.54144206292498,83.45,77.5437509679418,4.42424765010784,4.35084230569157,4084.76,3821.10383536015,8.31501825403818,8.24829462199527,106.9,107.616666666667,107.406666666667,4.671893818031,4.67857553040437,64,41,-1.13333333333333,97.3072437395014,0,0,0,0,0,0,0,0
2009-06-30,"2009Q2",TRUE,TRUE,0.237609387506256,0.25,0.269230769230769,1997319,1801129.92307692,1.997319,14.5073163392504,5313435.42,15.4857491557735,4862630.26,15.397090055239,99,92.3794712286159,4.59511985013459,4.52590478111312,83.83,77.2436881872351,4.42879093864977,4.3469652061256,4808.64,4487.06687402799,8.47816957883736,8.40895450981589,107.166666666667,108.526666666667,108.323333333333,4.67438525500956,4.68699591851225,44,28,-0.666666666666667,97.1069250784986,0,0,0,0,0,0,0,0
2009-09-30,"2009Q3",TRUE,TRUE,-0.538529005034688,0.25,0.25,1790242,1835442.46153846,1.790242,14.3978613642096,5329674.09,15.488800647931,4801065.37,15.3843484033337,99,92.2360248447205,4.59511985013459,4.52435077924638,84.42,78.0101647928538,4.43580434035435,4.35683913605606,5675.16,5287.41614906832,8.64385403578476,8.57308496489656,107.333333333333,108.216666666667,108.023333333333,4.6759392568763,4.68413539028639,21,22,0.733333333333333,96.8841371107007,0,0,0,0,0,0,0,0
2009-12-31,"2009Q4",TRUE,TRUE,0.0691265160508922,0.25,0.25,1852463,1789735.15384615,1.852463,14.4320266629435,5372868.94,15.4968725770814,4762783.56,15.3763428368021,99.4,92.5512104283054,4.59915211366253,4.52776211757586,84.94,78.072244860443,4.44194512488512,4.35763461417561,5957.43,5546.95530726257,8.69239445900878,8.6210044629221,107.4,108.796666666667,108.61,4.67656018207476,4.68948069669761,8,14,0.466666666666667,98.0788071422654,0,0,0,0,0,0,0,0
2010-03-31,"2010Q1",TRUE,TRUE,0.143519382591592,0.25,0.25,1894898,1883370.84615385,1.894898,14.4546755691925,5380875.48,15.4983616475236,4749499.3,15.3735497599284,98.6,91.4939684503557,4.59107126160859,4.5162730515334,85.25,78.3475783475783,4.44558811616363,4.3611550601888,6153.55,5710.0680482524,8.72478443003644,8.64998621996125,107.766666666667,108.81,108.616666666667,4.67996839606328,4.68960324196292,3,3,0.0333333333333334,97.3920115360364,0,0,0,0,0,0,0,0
2010-06-30,"2010Q2",TRUE,TRUE,0.260034493727493,0.25,0.25,2154245,2031422.38461538,2.154245,14.5829508721059,5447091.1,15.5105922810286,4762106.23,15.376200613634,99.8,92.179802955665,4.60316818331742,4.5237410496861,85.9,77.9161879421902,4.45318382899021,4.35563373542436,5965.52,5510.02463054187,8.69375150592108,8.61432437228976,108.266666666667,110.246666666667,110.06,4.68459731961941,4.70272027955394,4,10,0.233333333333333,98.7403901358711,0,0,0,0,0,0,0,0
2010-09-30,"2010Q3",TRUE,TRUE,0.660444712178178,0.25,0.25,1971356,1980547.46153846,1.971356,14.4942321888004,5470723.41,15.5149214161109,4754367.39,15.3745742041014,100.6,92.633517495396,4.61115225766564,4.5286510361539,86.21,78.3133989401968,4.45678618022183,4.3607187114756,6229.02,5735.74585635359,8.73697429603724,8.6544730745255,108.6,110.083333333333,109.89,4.68767140749983,4.70123765473433,11,10,-0.2,99.2946383559889,0,0,0,0,0,0,0,0
2010-12-31,"2010Q4",TRUE,TRUE,0.748606151980019,0.25,0.25,2004432,1907551.07142857,2.004432,14.5108712868175,5520156.08,15.5239166932159,4734694.61,15.3704277862182,101,92.5756186984418,4.61512051684126,4.52802580999033,86.57,77.9933331331271,4.46095333522768,4.35662335038438,6914.19,6337.47937671861,8.84133110057839,8.75423639372745,109.1,110.996666666667,110.81,4.69226489283902,4.70950017083139,4,0,-0.1,98.5657349657523,0,0,0,0,0,0,0,0
2011-03-31,"2011Q1",TRUE,TRUE,0.675437962818593,0.25,0.25,1928055,1957742.66666667,1.928055,14.4720222807167,5536401.52,15.5268553025513,4765490.65,15.3769110593392,101.5,92.188919164396,4.62005879848184,4.5238399407413,87.31,78.3002511060624,4.46946500382272,4.36055080996559,7041.31,6395.37693006358,8.85954951138689,8.76333065364635,110.1,111.506666666667,111.303333333333,4.70138904372863,4.71408437984522,0,9,0,99.268371071706,0,0,0,0,0,0,0,0
2011-06-30,"2011Q2",TRUE,TRUE,1.07630028428827,0.5,0.467032967032967,1972174,1900298.61538462,1.972174,14.4946470455463,5577796.14,15.5343042993522,4800737.27,15.3842800619998,101.9,91.8293781916491,4.62399194022868,4.5199322703039,87.75,77.4538072260798,4.47449186234598,4.34968172286684,7376.24,6647.25743466506,8.90601930266804,8.80195963274326,110.966666666667,113.293333333333,113.086666666667,4.70922985591287,4.72998032546723,4,13,0.5,98.9927629354922,0,0,0,0,0,0,0,0
