date,quarter,regime,event_count,composite_pca_timing_fg_qe,composite_equal_weight_timing_fg_qe,composite_inverse_variance_timing_fg_qe,composite_qe_heavy_timing_fg_qe
2015-03-31,2015Q1,qe_era,2,-1.6552029817232043,-1.1602186226228335,-1.4521493769070242,-1.9997946867626886
2015-06-30,2015Q2,qe_era,2,0.4451346333435079,0.5577785458146514,0.6014768087832688,0.9483433012583216
2015-09-30,2015Q3,qe_era,2,0.2630428346291092,0.023735851165146135,0.09477704815472027,0.035612130763122155
2015-12-31,2015Q4,qe_era,2,0.1521739404267295,0.46742564174941087,0.4518709412490911,0.7228584050017244
2016-03-31,2016Q1,qe_era,2,-0.8738117336158704,-0.2691856071509726,-0.4791130381186294,-0.4297245215723474
2016-06-30,2016Q2,qe_era,2,-0.30169016492020967,-0.08185488534808313,-0.1424890120295919,-0.22790645380364088
2016-09-30,2016Q3,qe_era,2,1.2463739815522001,0.28947874209472185,0.6227753762091788,0.3054131158050353
2016-12-31,2016Q4,qe_era,2,-0.11752084387911019,-0.1358348950734362,-0.13469652782463218,-0.33576676155165686
2017-03-31,2017Q1,qe_era,2,-0.37766920576548657,0.4350042765768801,0.2678947569323089,0.7227204536625411
2017-06-30,2017Q2,qe_era,2,0.03701843331505694,-0.1681691919485617,-0.12556136226813203,-0.34228093186183856
2017-09-30,2017Q3,qe_era,2,0.12217114962064936,-0.04755230684223705,-0.005871046320689105,-0.08415283030488352
2017-12-31,2017Q4,qe_era,2,-0.17146887609445904,0.06025018239319161,0.0005776520318846595,0.12255659733476693
2018-03-31,2018Q1,qe_era,2,0.0787633108082239,0.18854418470229606,0.18365698554389978,0.31710832844164716
2018-06-30,2018Q2,qe_era,2,0.46127164528495307,0.0776609687240534,0.19959044097009626,0.10469556556339513
2018-09-30,2018Q3,qe_era,2,-0.006211177058863632,-0.024491539083272777,-0.025375976296127783,-0.02183684936607925
2018-12-31,2018Q4,qe_era,2,0.04626359756058858,-0.2013823521899089,-0.15315205240637042,-0.3855000147074507
2019-03-31,2019Q1,qe_era,2,-0.32095979306827305,-0.29909479325161314,-0.3369878868464482,-0.5716506608797518
2019-06-30,2019Q2,qe_era,2,0.06891129012661246,-0.17887285550382595,-0.12931132480584281,-0.3344571640325063
2019-09-30,2019Q3,qe_era,2,0.3618007153386466,1.3277213067696803,1.2817684362478834,1.9216397123358022
2019-12-31,2019Q4,qe_era,2,0.22578376849952916,0.25159957831691376,0.28281935256161717,0.39494552065663646
2020-03-31,2020Q1,covid,2,-0.2885857920949196,-0.4656656035895335,-0.46516358310504424,-0.8916548743626731
2020-06-30,2020Q2,covid,2,-0.21662651393553636,0.08583981991602968,0.04339367550878316,-0.07977825658430701
2020-09-30,2020Q3,covid,2,0.00430814780385375,0.04828656993583041,0.04063867653247815,0.09541118658967922
2020-12-31,2020Q4,covid,2,0.1779081116677308,0.04727421541649188,0.07822329720046603,0.1689026759574306
2021-03-31,2021Q1,covid,2,1.0111777584128026,0.24711165385005454,0.5031605684055013,0.3604805080875452
2021-06-30,2021Q2,covid,2,-0.6463176448616292,-0.32036382320094814,-0.45611311161232715,-0.5375739798586012
2021-09-30,2021Q3,covid,2,0.3026891979647885,0.10636053376318191,0.18169252579685102,0.13808705511497213
2021-12-31,2021Q4,covid,2,-0.26121826044780605,-0.04094511892540245,-0.0967234376427793,-0.1543614858638767
2022-03-31,2022Q1,covid,2,-1.699887186397019,0.6009530069695617,0.07523654466571356,0.7359201645105617
2022-06-30,2022Q2,covid,2,-0.5660699136618366,-0.0855971474293111,-0.2656669710421254,0.10017480356548897
2022-09-30,2022Q3,tightening_regime,2,0.6272486103117839,-0.7546741543329565,-0.4749377717787822,-1.2368126130851191
2022-12-31,2022Q4,tightening_regime,2,-1.697135520658291,0.3219191930586458,-0.08545387952408134,-0.3006825973564408
2023-03-31,2023Q1,tightening_regime,2,-1.1968961290621092,0.18601751721737197,-0.1536368745761631,0.1445955127512832
2023-06-30,2023Q2,tightening_regime,2,0.29010368364225814,-0.5475486354632414,-0.4007608612544025,-0.8253589069554189
2023-09-30,2023Q3,tightening_regime,2,0.08209884062249277,-0.24160897976962362,-0.20348549500072513,-0.2636330463394597
2023-12-31,2023Q4,tightening_regime,2,0.7120569198224731,-0.041131870542026494,0.18059698297598023,-0.18557780447921354
2024-03-31,2024Q1,tightening_regime,2,0.8401419312680196,0.10734668558110438,0.31157969943395203,0.2994634130516221
2024-06-30,2024Q2,tightening_regime,2,0.3687633359180368,0.1517700821527836,0.224368286095383,0.3225063030288897
2024-09-30,2024Q3,tightening_regime,2,0.7316003853308781,0.16753694708984945,0.37188934870369966,0.11407236570211242
2024-12-31,2024Q4,tightening_regime,2,-0.43823080013422216,0.3140124140529166,0.1471560639620469,0.5197417816937218
2025-03-31,2025Q1,tightening_regime,2,-0.4317574568654351,0.1034895501640541,-0.04184158764563389,0.24197993826674175
2025-06-30,2025Q2,tightening_regime,2,0.13342679283488856,0.4665107573363808,0.43375065488163106,0.8095673504705865
2025-09-30,2025Q3,tightening_regime,2,-0.6609158154613229,0.18809271858020143,0.013577273886185924,0.03876154771341954
2025-12-31,2025Q4,tightening_regime,1,0.2027850679595843,-0.11199281737937283,-0.03438827028095731,-0.2222268679216078
