quarter,date,regime,identification_regime,monthly_event_count,missing_months_in_quarter,timing_factor_monthly_sum,timing_factor_monthly_mean,timing_factor_monthly_abs_sum,target_factor_monthly_sum,target_factor_monthly_mean,target_factor_monthly_abs_sum,fg_factor_monthly_sum,fg_factor_monthly_mean,fg_factor_monthly_abs_sum,qe_factor_monthly_sum,qe_factor_monthly_mean,qe_factor_monthly_abs_sum,weighted_composite_monthly_sum,weighted_composite_monthly_mean,weighted_composite_monthly_abs_sum
2020Q2,2020-06-30,covid,covid,2,1,0.4971047398655531,0.24855236993277655,0.4971047398655531,1.4751940446316527,0.7375970223158264,1.5614518643697215,2.55451414008985,1.277257070044925,2.55451414008985,-1.336728970877683,-0.6683644854388415,4.409438960285709,0.2532140874612597,0.12660704373062984,0.2532140874612597
2020Q3,2020-09-30,covid,covid,2,1,-0.0712766776752914,-0.0356383388376457,0.237212825943232,0.4094016463001944,0.2047008231500972,1.5090763260957936,0.0100802235314911,0.00504011176574555,0.2181127493583361,0.6644820959638258,0.3322410479819129,1.7738940052311678,0.09255677814768212,0.04627838907384106,0.2618514307855181
2020Q4,2020-12-31,covid,covid,2,1,-0.023761235459774613,-0.011880617729887306,0.22735614650438601,0.3942289691847385,0.19711448459236924,1.3149624958334687,-1.2109272344402298,-0.6054636172201149,1.2109272344402298,1.4144643842255367,0.7072321921127683,1.4144643842255367,0.0822602098336372,0.0411301049168186,0.1798421877018787
2021Q1,2021-03-31,covid,covid,2,1,2.405694125200992,1.202847062600496,2.405694125200992,-0.5754927083111921,-0.2877463541555961,0.5754927083111921,-3.375462777103875,-1.6877313885519376,3.375462777103875,2.139917201995172,1.069958600997586,2.4857642809860963,0.20762453934139832,0.10381226967069916,0.24235786074452362
2021Q2,2021-06-30,covid,covid,2,1,-1.3276321230697088,-0.6638160615348544,1.3276321230697088,-0.6218802723203611,-0.31094013616018057,0.6218802723203611,1.974581620277541,0.9872908101387705,1.974581620277541,-3.503446114225809,-1.7517230571129045,3.503446114225809,-0.4086392199740319,-0.20431960998701595,0.4086392199740319
2021Q3,2021-09-30,covid,covid,2,1,0.8180122771549854,0.4090061385774927,0.8180122771549854,-0.8058047247894911,-0.40290236239474553,0.8058047247894911,-0.7775223847299217,-0.3887611923649609,0.7775223847299217,0.7437474939324229,0.37187374696621145,2.656212856504507,0.0404169954056737,0.02020849770283685,0.1996868733761487
2021Q4,2021-12-31,covid,covid,2,1,-0.18092096202616248,-0.09046048101308124,1.0107637771267473,0.6829525940749195,0.34147629703745974,1.4370899974509312,1.5584819400428538,0.7792409700214269,3.2025849308707315,-1.3216710666807143,-0.6608355333403572,4.221900458142556,0.028079559427761414,0.014039779713880707,0.6207098671994037
2022Q1,2022-03-31,covid,tightening,2,1,-2.7487044131483844,-1.3743522065741922,2.7487044131483844,-1.176029093644132,-0.588014546822066,1.176029093644132,10.486812974299914,5.243406487149957,10.486812974299914,3.7910650675976303,1.8955325337988151,3.7910650675976303,0.6218410433595861,0.31092052167979306,0.6601843455115218
2022Q2,2022-06-30,covid,tightening,2,1,-2.32452313157152,-1.16226156578576,2.32452313157152,-2.8008638978951605,-1.4004319489475803,2.8008638978951605,0.6707410413818012,0.3353705206909006,1.132671439374349,1.5257482766404378,0.7628741383202189,8.914439546369135,-0.3625375142867599,-0.18126875714337995,1.018702169874862
2022Q3,2022-09-30,tightening_regime,tightening,2,1,1.5117250211776574,0.7558625105888287,3.8618113725420917,10.239587297224684,5.119793648612342,10.239587297224684,-4.7391403764153255,-2.3695701882076627,4.7391403764153255,-7.9432090173393926,-3.9716045086696963,7.9432090173393926,0.09464664824049673,0.04732332412024837,1.423351598155333
2022Q4,2022-12-31,tightening_regime,tightening,2,1,-0.09295468830165049,-0.046477344150825245,0.3240947170704519,-2.2188850887319593,-1.1094425443659797,7.476172444049533,13.377343414323851,6.688671707161926,16.098847629343076,-5.00625098048277,-2.503125490241385,5.00625098048277,0.23712358985934406,0.11856179492967203,0.6301979105348072
2023Q1,2023-03-31,tightening_regime,tightening,2,1,-1.965484122769512,-0.982742061384756,1.965484122769512,21.69135758398425,10.845678791992125,21.69135758398425,6.643525863203026,3.321762931601513,10.82668881593266,0.3258793850108559,0.16293969250542795,3.4068229608077525,2.292302463942468,1.146151231971234,2.995276247004723
2023Q2,2023-06-30,tightening_regime,tightening,2,1,0.4067305746571281,0.20336528732856404,0.5644156110720073,-5.270440782891089,-2.6352203914455443,5.270440782891089,-3.187167438217542,-1.593583719108771,3.187167438217542,-5.036570678127869,-2.5182853390639344,5.533783063144013,-1.130037626599211,-0.5650188132996055,1.130037626599211
2023Q3,2023-09-30,tightening_regime,tightening,2,1,-0.37473262061474977,-0.18736631030737488,1.1675853922921564,6.881992789053682,3.440996394526841,7.423645575030229,-1.845418458492417,-0.9227092292462085,1.845418458492417,-1.2090530694520276,-0.6045265347260138,1.2181057427583633,0.36576105770754513,0.18288052885377257,0.9622661802361032
2023Q4,2023-12-31,tightening_regime,tightening,2,1,2.118611803542978,1.059305901771489,2.118611803542978,-1.341554832053072,-0.670777416026536,1.341554832053072,-2.413588225543842,-1.206794112771921,3.7749204426536602,-1.636488819289132,-0.818244409644566,1.636488819289132,-0.182158668803057,-0.0910793344015285,0.5854429590081793
2024Q1,2024-03-31,tightening_regime,tightening,2,1,1.2923474293394654,0.6461737146697327,1.465320419838047,-0.229923955640097,-0.1149619778200485,0.6050644965493392,-4.085672030527313,-2.0428360152636564,8.467229140491765,2.371108345100554,1.185554172550277,2.4785570082699007,0.07590710986261423,0.037953554931307115,1.0474373864206417
2024Q2,2024-06-30,tightening_regime,tightening,2,1,0.4627635575670972,0.2313817787835486,0.4627635575670972,-0.5755023703866883,-0.28775118519334414,0.5755023703866883,-1.6321152010099227,-0.8160576005049613,1.6321152010099227,2.334558586081225,1.1672792930406124,2.334558586081225,0.10648783381540536,0.05324391690770268,0.15613446583908966
2024Q3,2024-09-30,tightening_regime,tightening,2,1,2.3193821004910236,1.1596910502455118,2.3193821004910236,-0.48678468179718304,-0.24339234089859152,0.48678468179718304,-1.6618553148029622,-0.8309276574014811,1.6618553148029622,0.12917256350216477,0.06458628175108239,3.2909066739284007,0.1376540889569643,0.06882704447848215,0.5563676111269472
2024Q4,2024-12-31,tightening_regime,tightening,2,1,-1.0454608017571103,-0.5227304008785552,2.229096778912345,0.1496112708903835,0.07480563544519175,2.059302787922181,2.6983929144326817,1.3491964572163408,7.150420405808613,3.3455828835315256,1.6727914417657628,3.3455828835315256,0.380219006957715,0.1901095034788575,1.0384104410434893
2025Q1,2025-03-31,tightening_regime,tightening,2,1,-1.3002984222667733,-0.6501492111333866,1.3002984222667733,-0.9037024286165154,-0.4518512143082577,0.9037024286165154,1.672670596406578,0.836335298203289,6.689517686878645,1.8127206113071492,0.9063603056535746,1.8127206113071492,0.03767448366007506,0.01883724183003753,0.5049555802041824
2025Q2,2025-06-30,tightening_regime,tightening,2,1,0.01992799648496102,0.00996399824248051,2.1480131543163266,-3.539082802378876,-1.769541401189438,3.539082802378876,0.4137079491903357,0.20685397459516786,10.042357301774636,5.3529190953099715,2.6764595476549857,5.3529190953099715,0.19130865747101256,0.09565432873550628,1.008171582616457
2025Q3,2025-09-30,tightening_regime,tightening,2,1,-0.2847391928218781,-0.14236959641093905,2.70562337356298,-0.5189611087393649,-0.2594805543696824,0.5189611087393649,5.044898268523927,2.5224491342619637,5.044898268523927,-0.7579074941647991,-0.37895374708239954,2.5390234151563544,0.19338655261294657,0.09669327630647329,0.27138049000497066
2025Q4,2025-10-31,tightening_regime,tightening,1,0,0.6418485897340785,0.6418485897340785,0.6418485897340785,-0.368935345620773,-0.368935345620773,0.368935345620773,-0.9284367283946324,-0.9284367283946324,0.9284367283946324,-1.577101642855795,-1.577101642855795,1.577101642855795,-0.16477969470343634,-0.16477969470343634,0.16477969470343634
