date,month,quarter,regime,identification_regime,event_count,missing_month_flag,timing_factor_event_count,timing_factor_monthly_sum,timing_factor_monthly_mean,timing_factor_monthly_abs_sum,timing_factor_monthly_cumulative,target_factor_event_count,target_factor_monthly_sum,target_factor_monthly_mean,target_factor_monthly_abs_sum,target_factor_monthly_cumulative,fg_factor_event_count,fg_factor_monthly_sum,fg_factor_monthly_mean,fg_factor_monthly_abs_sum,fg_factor_monthly_cumulative,qe_factor_event_count,qe_factor_monthly_sum,qe_factor_monthly_mean,qe_factor_monthly_abs_sum,qe_factor_monthly_cumulative,weighted_composite_monthly_sum,weighted_composite_monthly_mean,weighted_composite_monthly_abs_sum,weighted_composite_monthly_cumulative
2015-04-30,2015-04,2015Q2,qe_era,qe_era,1,False,1,-0.1887114772660532,-0.1887114772660532,0.1887114772660532,-7.444648908300859,1,0.7158292878944661,0.7158292878944661,0.7158292878944661,-34.055800614682695,1,1.5942912964437022,1.5942912964437022,1.5942912964437022,-26.334464351260706,1,-1.3528556519950634,-1.3528556519950634,1.3528556519950634,-7.173732328246989,0.029451368300122974,0.029451368300122974,0.029451368300122974,-8.704032972857444
2015-05-31,2015-05,2015Q2,qe_era,qe_era,0,True,0,,,,-7.444648908300859,0,,,,-34.055800614682695,0,,,,-26.334464351260706,0,,,,-7.173732328246989,,,,-8.704032972857444
2015-06-30,2015-06,2015Q2,qe_era,qe_era,1,False,1,0.9347099702011218,0.9347099702011218,0.9347099702011218,-6.5099389380997374,1,-0.6611437015251619,-0.6611437015251619,0.6611437015251619,-34.71694431620786,1,-2.1984877497635846,-2.1984877497635846,2.1984877497635846,-28.532952101024293,1,7.556124326729161,7.556124326729161,7.556124326729161,0.38239199848217176,0.5987209166372188,0.5987209166372188,0.5987209166372188,-8.105312056220225
2015-07-31,2015-07,2015Q3,qe_era,qe_era,1,False,1,0.3053361916669614,0.3053361916669614,0.3053361916669614,-6.204602746432776,1,-0.3383422608873778,-0.3383422608873778,0.3383422608873778,-35.05528657709524,1,-0.4185760782424775,-0.4185760782424775,0.4185760782424775,-28.95152817926677,1,1.962322986179983,1.962322986179983,1.962322986179983,2.3447149846621547,0.1581880841985206,0.1581880841985206,0.1581880841985206,-7.9471239720217035
2015-08-31,2015-08,2015Q3,qe_era,qe_era,0,True,0,,,,-6.204602746432776,0,,,,-35.05528657709524,0,,,,-28.95152817926677,0,,,,2.3447149846621547,,,,-7.9471239720217035
2015-09-30,2015-09,2015Q3,qe_era,qe_era,1,False,1,0.2896007029379512,0.2896007029379512,0.2896007029379512,-5.915002043494825,1,-0.3497594701893211,-0.3497594701893211,0.3497594701893211,-35.40504604728456,1,-0.6222310885426127,-0.6222310885426127,0.6222310885426127,-29.573759267809383,1,-1.7539970440985522,-1.7539970440985522,1.7539970440985522,0.5907179405636025,-0.20155176609926256,-0.20155176609926256,0.20155176609926256,-8.148675738120966
2015-10-31,2015-10,2015Q4,qe_era,qe_era,1,False,1,-1.130530233290454,-1.130530233290454,1.130530233290454,-7.045532276785279,1,-0.2905680662827565,-0.2905680662827565,0.2905680662827565,-35.695614113567316,1,-1.6332547465901914,-1.6332547465901914,1.6332547465901914,-31.207014014399576,1,-2.733757712664554,-2.733757712664554,2.733757712664554,-2.143039772100951,-0.530347928659994,-0.530347928659994,0.530347928659994,-8.67902366678096
2015-11-30,2015-11,2015Q4,qe_era,qe_era,0,True,0,,,,-7.045532276785279,0,,,,-35.695614113567316,0,,,,-31.207014014399576,0,,,,-2.143039772100951,,,,-8.67902366678096
2015-12-31,2015-12,2015Q4,qe_era,qe_era,1,False,1,1.588660156691507,1.588660156691507,1.588660156691507,-5.456872120093772,1,4.895670146087963,4.895670146087963,4.895670146087963,-30.799943967479354,1,2.5267330103455334,2.5267330103455334,2.5267330103455334,-28.68028100405404,1,7.2035076953099235,7.2035076953099235,7.2035076953099235,5.060467923208972,1.4955131843903795,1.4955131843903795,1.4955131843903795,-7.183510482390581
2016-01-31,2016-01,2016Q1,qe_era,qe_era,1,False,1,-1.5935692188383304,-1.5935692188383304,1.5935692188383304,-7.050441338932102,1,0.4795436521151062,0.4795436521151062,0.4795436521151062,-30.32040031536425,1,-1.8152455980351156,-1.8152455980351156,1.8152455980351156,-30.495526602089157,1,-2.1194117891251967,-2.1194117891251967,2.1194117891251967,2.9410561340837758,-0.4704437813135051,-0.4704437813135051,0.4704437813135051,-7.653954263704086
2016-02-29,2016-02,2016Q1,qe_era,qe_era,0,True,0,,,,-7.050441338932102,0,,,,-30.32040031536425,0,,,,-30.495526602089157,0,,,,2.9410561340837758,,,,-7.653954263704086
2016-03-31,2016-03,2016Q1,qe_era,qe_era,1,False,1,-0.3549808396338674,-0.3549808396338674,0.3549808396338674,-7.40542217856597,1,1.4223687027099785,1.4223687027099785,1.4223687027099785,-28.898031612654272,1,4.751539387773282,4.751539387773282,4.751539387773282,-25.743987214315876,1,-0.60324637088823,-0.60324637088823,0.60324637088823,2.337809763195546,0.36169114241476774,0.36169114241476774,0.36169114241476774,-7.292263121289318
2016-04-30,2016-04,2016Q2,qe_era,qe_era,1,False,1,0.3229244766856814,0.3229244766856814,0.3229244766856814,-7.082497701880288,1,-0.3492658881465956,-0.3492658881465956,0.3492658881465956,-29.24729750080087,1,-0.2234410637395912,-0.2234410637395912,0.2234410637395912,-25.96742827805547,1,1.0505904167765805,1.0505904167765805,1.0505904167765805,3.3884001799721264,0.08863878026799187,0.08863878026799187,0.08863878026799187,-7.203624341021326
2016-05-31,2016-05,2016Q2,qe_era,qe_era,0,True,0,,,,-7.082497701880288,0,,,,-29.24729750080087,0,,,,-25.96742827805547,0,,,,3.3884001799721264,,,,-7.203624341021326
2016-06-30,2016-06,2016Q2,qe_era,qe_era,1,False,1,-0.557983751881824,-0.557983751881824,0.557983751881824,-7.640481453762112,1,-0.3891573776188795,-0.3891573776188795,0.3891573776188795,-29.636454878419748,1,1.884951369964666,1.884951369964666,1.884951369964666,-24.082476908090804,1,-2.86819950917707,-2.86819950917707,2.86819950917707,0.5202006707950564,-0.2399958990541917,-0.2399958990541917,0.2399958990541917,-7.443620240075518
2016-07-31,2016-07,2016Q3,qe_era,qe_era,1,False,1,3.333144810662815,3.333144810662815,3.333144810662815,-4.307336643099297,1,0.1398609320367525,0.1398609320367525,0.1398609320367525,-29.496593946382994,1,-4.008426248535988,-4.008426248535988,4.008426248535988,-28.090903156626794,1,1.2685105628036162,1.2685105628036162,1.2685105628036162,1.7887112335986726,0.2649330045773171,0.2649330045773171,0.2649330045773171,-7.1786872354982005
2016-08-31,2016-08,2016Q3,qe_era,qe_era,0,True,0,,,,-4.307336643099297,0,,,,-29.496593946382994,0,,,,-28.090903156626794,0,,,,1.7887112335986726,,,,-7.1786872354982005
