variable,pre_mean,post_mean,welch_t_pvalue,pre_std,post_std,variance_ratio_post_pre
shadow_rate,-0.014831644502115703,0.03687297060971638,0.2830444078509891,0.30462163846781315,0.3459629969338093,1.2898458231870162
ln_credit,0.0043468888605262814,0.004408324727548291,0.9421493386642283,0.006462449331161903,0.005697679631298516,0.777323415333747
ln_real_equity,0.007383926741150311,0.012637623519408475,0.5267040285341839,0.049395489571182435,0.060697070018005526,1.5099440881635633
ln_real_housing,-1.3528795541884947e-05,0.0031362775283255012,0.007895843886483884,0.008381844979564006,0.008077317552313407,0.9286564199670296
ln_real_income,0.0018435722167572499,0.0018826436254263108,0.9939049811768088,0.007516312934662589,0.04146100000819048,30.427749973971473
ln_cpi,0.001636506866208634,0.003338903817426294,0.00026642992508388216,0.0031195068778600956,0.003184214386013915,1.0419159952179544
