factor,aggregation,architecture,instrument,target_equation,sample,regime,regime_start,regime_end,F_stat,partial_R2,coef,sign,full_sample_sign,sign_stability,p_value,observations,instrument_variance,event_count,shock_abs_sum,shock_concentration_share
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.16994755541646248,0.011993520424251678,-5630.399570174531,negative,negative,stable,0.6864014121955232,16,19.283254995714362,31,93.70849762241406,0.20235854536728187
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.09371441567220376,0.002748730001361339,-6.62323843289893e-05,negative,negative,stable,0.7613738530999575,36,52.04773664364491,112,294.06479771048566,0.635017380688265
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,5.293897238276927,0.20133558712515312,-0.0005203717812921305,negative,negative,stable,0.03174590536912122,23,6.8323152399452685,49,58.22907529376808,0.12574260897883008
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,1.7013696229799464,16,17.079123917249852,0.03688146496562303
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.33774551483497883,0.023556389286273793,-0.0001420818342331812,negative,negative,stable,0.5703720400258311,16,19.283254995714362,31,93.70849762241406,0.20235854536728187
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.20831965780841447,0.006089736645712829,0.0001893847513998881,positive,positive,stable,0.6509900352156164,36,52.04773664364491,112,294.06479771048566,0.635017380688265
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.4089275672843985,0.019100796431732178,-0.00046215957530419775,negative,positive,unstable_or_unavailable,0.5294291207864754,23,6.8323152399452685,49,58.22907529376808,0.12574260897883008
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,1.7013696229799464,16,17.079123917249852,0.03688146496562303
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,1.817734540495784,0.11491750198753871,-0.0007575303732464146,negative,positive,unstable_or_unavailable,0.19899287963140508,16,19.283254995714362,31,93.70849762241406,0.20235854536728187
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,4.932970692942057,0.12670419454625198,-0.00038376886639263227,negative,negative,stable,0.033113892876755154,36,52.04773664364491,112,294.06479771048566,0.635017380688265
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,2.6395338336249146,0.11165760933366788,0.0010663131107492112,positive,negative,unstable_or_unavailable,0.11914960321839471,23,6.8323152399452685,49,58.22907529376808,0.12574260897883008
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,1.7013696229799464,16,17.079123917249852,0.03688146496562303
fg,quarterly_abs_sum,direct_quarterly,fg_factor_quarterly_abs_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,5.09708490938551,0.26690381980133954,-0.0023692364969067096,negative,negative,stable,0.040463986168702046,16,19.283254995714362,31,93.70849762241406,0.20235854536728187
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_wx_shadow_rate,baseline_2005q1_2022q2,pre_qe,2005Q1,2014Q1,0.009511421405666121,0.00027966945151936554,-0.0010506853577322032,negative,negative,stable,0.9228809440002982,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_wx_shadow_rate,baseline_2005q1_2022q2,qe_era,2014Q2,2019Q4,1.236030930754291,0.055586850666085236,-0.056325393730294396,negative,negative,stable,0.278803880527048,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_wx_shadow_rate,baseline_2005q1_2022q2,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_wx_shadow_rate,baseline_2005q1_2022q2,tightening,2022Q1,2025Q4,,,,,negative,unstable_or_unavailable,,2,48.17763409611136,4,11.157554015681715,0.04054797452415489
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_dfr_eop,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.556892915468003,0.016115248463750984,-0.005511588644409926,negative,negative,stable,0.4606438726873936,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_dfr_eop,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,2.8160850217702875,0.11824298658642274,-0.007794231811882824,negative,negative,stable,0.1081451464758769,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_dfr_eop,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_dfr_eop,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.7284432420213311,0.04945826453287534,0.024894984685928497,positive,negative,unstable_or_unavailable,0.4077544798147133,16,27.18264202388703,31,61.50148679516607,0.22350424799764468
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.17041482440778516,0.004987203851153091,0.000734342506229143,positive,positive,stable,0.6823351792263551,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.005926309202802052,0.0002821255828268666,-0.00036287786056696985,negative,positive,unstable_or_unavailable,0.9393661942751148,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.8499939227480643,0.05723867142100276,-0.0014244710043183654,negative,positive,unstable_or_unavailable,0.372169740633559,16,27.18264202388703,31,61.50148679516607,0.22350424799764468
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.9098373210087924,0.026062491000530985,2866.2977734209767,positive,positive,stable,0.34689033044501527,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.003690280931324439,0.00017569678861027312,-837.6576883244018,negative,positive,unstable_or_unavailable,0.9521345872625605,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.00043877061546247856,3.133977603497566e-05,242.41425816709943,positive,positive,stable,0.9835836690480175,16,27.18264202388703,31,61.50148679516607,0.22350424799764468
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.05186433834315246,0.0015230983486784326,4.154783010648217e-05,positive,positive,stable,0.8212143730987369,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.3071488393777749,0.01441529515249514,-0.00019560898929176762,negative,positive,unstable_or_unavailable,0.585289239355954,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.021982390476129498,0.0015677091772030862,3.087175246075402e-05,positive,positive,stable,0.8842482677189121,16,27.18264202388703,31,61.50148679516607,0.22350424799764468
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.11420998801269698,0.0033478714017656846,-0.00011833416787798661,negative,negative,stable,0.7374789642788496,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,3.807281187207639,0.15347434321706072,0.0018403807581408673,positive,negative,unstable_or_unavailable,0.06449800462538122,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,3.144475813141041,0.18341043770675314,-0.000806052492012121,negative,negative,stable,0.09793049921647153,16,27.18264202388703,31,61.50148679516607,0.22350424799764468
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_house_price_de_real,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,0.8796938545805708,0.025220802058876016,0.00014428916327092778,positive,negative,unstable_or_unavailable,0.3549008519500464,36,74.49702073322214,112,169.3995100714206,0.6156194277998845
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_house_price_de_real,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,4.495667145245621,0.17633063373609206,0.0018824699205576161,positive,negative,unstable_or_unavailable,0.0460583004326939,23,3.4619496462490145,49,32.02614667480627,0.11638710219567328
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_house_price_de_real,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,3.8058103875750606,16,12.242063962055479,0.04448922200679763
fg,quarterly_signed_cumulative,direct_quarterly,fg_factor_quarterly_signed_cumulative,d_ln_house_price_de_real,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,3.490096495552312,0.19954701201561895,-0.0017254324967462009,negative,negative,stable,0.0828081082401852,16,27.18264202388703,31,61.50148679516607,0.22350424799764468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,pre_qe,2005Q1,2014Q1,,,,,negative,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,qe_era,2014Q2,2019Q4,0.010445186054117686,0.0004971425384670468,-0.002099981340026486,negative,negative,stable,0.9195662025156655,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,tightening,2022Q1,2025Q4,,,,,negative,unstable_or_unavailable,,2,2.5658300816962964,4,5.316813344238068,0.036863330790661626
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_dfr_eop,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,negative,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_dfr_eop,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,1.549219434179072,0.06870390519287049,-0.0023422492360029934,negative,negative,stable,0.22696297646046412,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_dfr_eop,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_dfr_eop,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,22.30354350069973,0.6143627136637457,-0.128044357592981,negative,negative,stable,0.000326885190151793,16,12.76381434172547,31,44.155336515793294,0.3061444272665039
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.3275514375502414,0.015358136094963986,0.0010555170792051261,positive,positive,stable,0.5731811569905402,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,3.5398569981554346,0.20181789387038335,0.003903410891475824,positive,positive,stable,0.08086949617477114,16,12.76381434172547,31,44.155336515793294,0.3061444272665039
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,negative,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.1434199275186053,0.006783194393823738,-2051.9112387237706,negative,negative,stable,0.7087062522904862,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.4442522620231497,0.030756335043467666,11082.38162998666,positive,negative,unstable_or_unavailable,0.515911601804427,16,12.76381434172547,31,44.155336515793294,0.3061444272665039
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.8502306182594943,0.038911745743726175,0.00012669928635833613,positive,positive,stable,0.3669601456905336,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.004449850880661796,0.0003177454971843803,2.0282609487707584e-05,positive,positive,stable,0.9477580797835079,16,12.76381434172547,31,44.155336515793294,0.3061444272665039
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,negative,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,1.374658244207363,0.0614381783714284,-0.0004590560640561937,negative,negative,stable,0.25414241054160813,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.9295647417220146,0.06226335179914939,-0.0006853669266510584,negative,negative,stable,0.35133544634046243,16,12.76381434172547,31,44.155336515793294,0.3061444272665039
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,5.0952050108241265,0.03532684252754468
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,2.5230888344360203,0.10726009888388507,-0.0005788153355586055,negative,positive,unstable_or_unavailable,0.12713391469212562,23,22.274461020633563,49,77.6505743783685,0.5383786535400521
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,7.861416934347996,16,17.329294917927122,0.12015007666589904
qe,quarterly_sum,direct_quarterly,qe_factor_quarterly_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,8.118871037272257,0.3670563033525192,0.0034150518009490338,positive,positive,stable,0.012866074124554466,16,12.76381434172547,31,44.155336515793294,0.3061444272665039
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_wx_shadow_rate,baseline_2005q1_2022q2,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_wx_shadow_rate,baseline_2005q1_2022q2,qe_era,2014Q2,2019Q4,0.0013877660338655648,6.60797300314619e-05,-0.0015681557830729386,negative,positive,unstable_or_unavailable,0.970635355752391,23,5.3094190292258805,49,36.98573852227428,0.5267497682376614
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_wx_shadow_rate,baseline_2005q1_2022q2,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,1.965354233586999,16,8.664647458963561,0.12340164677586239
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_wx_shadow_rate,baseline_2005q1_2022q2,tightening,2022Q1,2025Q4,,,,,positive,unstable_or_unavailable,,2,0.6414575204240741,4,2.658406672119034,0.03786094733722374
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_dfr_eop,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,negative,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_dfr_eop,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,1.7616743157603882,0.0773965171156407,-0.005091939138609696,negative,negative,stable,0.19866613721289117,23,5.3094190292258805,49,36.98573852227428,0.5267497682376614
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_dfr_eop,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,1.965354233586999,16,8.664647458963561,0.12340164677586239
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_dfr_eop,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,19.42866110426934,0.5811977046782771,-0.2447242740224566,negative,negative,stable,0.0005958097070955389,16,3.305569650113193,31,22.866219079324548,0.32565999981998345
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.2879028349707174,0.013524246009699217,0.0020287691918153346,positive,positive,stable,0.5972066534894335,23,5.3094190292258805,49,36.98573852227428,0.5267497682376614
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,1.965354233586999,16,8.664647458963561,0.12340164677586239
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,2.79713883016372,0.16652471938498922,0.006967402066764133,positive,positive,stable,0.11662270713095206,16,3.305569650113193,31,22.866219079324548,0.32565999981998345
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.10656898418254794,0.005049090842875111,-3626.00277287042,negative,positive,unstable_or_unavailable,0.7473157592052485,23,5.3094190292258805,49,36.98573852227428,0.5267497682376614
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,1.965354233586999,16,8.664647458963561,0.12340164677586239
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,0.3043300699252084,0.02127538084185159,18112.214975443054,positive,positive,stable,0.5898780554580452,16,3.305569650113193,31,22.866219079324548,0.32565999981998345
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,1.0855559519354891,0.04915230362767279,0.00029166603006184456,positive,positive,stable,0.3093050491429123,23,5.3094190292258805,49,36.98573852227428,0.5267497682376614
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,positive,unstable_or_unavailable,,8,1.965354233586999,16,8.664647458963561,0.12340164677586239
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,2.7701757071438944e-07,1.9786968945217953e-08,-3.145146254936518e-07,negative,positive,unstable_or_unavailable,0.9995874800138892,16,3.305569650113193,31,22.866219079324548,0.32565999981998345
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,negative,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,qe_era,2014Q2,2019Q4,0.9943793343261965,0.04521061127532197,-0.0008065788950028827,negative,negative,stable,0.33002671515793525,23,5.3094190292258805,49,36.98573852227428,0.5267497682376614
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,covid,2020Q1,2021Q4,,,,,negative,unstable_or_unavailable,,8,1.965354233586999,16,8.664647458963561,0.12340164677586239
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,tightening,2022Q1,2025Q4,1.0421524762468393,0.06928213750608558,-0.0014206418922698592,negative,negative,stable,0.3246390869530416,16,3.305569650113193,31,22.866219079324548,0.32565999981998345
qe,quarterly_mean,direct_quarterly,qe_factor_quarterly_mean,d_ln_house_price_de_real,robustness_2005q1_2025q4,pre_qe,2005Q1,2014Q1,,,,,positive,unstable_or_unavailable,,1,,112,1.698401670274709,0.024188585166492662
