response,response_label,shock,horizon_months,cumulative_response,cumulative_se_independence_approx,ci_90_low,ci_90_high,ci_method
ln_hh_loans_ea_stock,household credit,fg_factor_monthly_easing,1,-0.00022412116782175612,7.694570259919154e-05,-0.00035068558582036563,-9.755674982314658e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,fg_factor_monthly_easing,3,-0.0004468761155735309,0.00013717105581357986,-0.0006725024242412606,-0.00022124980690580126,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,fg_factor_monthly_easing,6,-0.00089158338406893,0.00022652282967386078,-0.0012641802820452905,-0.0005189864860925696,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,fg_factor_monthly_easing,12,-0.001607550429252582,0.00036463952074735,-0.002207329067483707,-0.0010077717910214566,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,fg_factor_monthly_easing,24,-0.002424656424603768,0.00047035767292891276,-0.003198325948885344,-0.0016509869003221915,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,qe_factor_monthly_easing,0,-5.6107295364562097e-05,6.0803780782382725e-05,-0.00015612061471682653,4.390602398770235e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,qe_factor_monthly_easing,1,-0.0001460269445256711,0.00011593686660699353,-0.00033672612006157345,4.467223101023123e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,qe_factor_monthly_easing,3,-0.00033645244598038527,0.00015871338764076643,-0.0005975127372870549,-7.539215467371565e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,qe_factor_monthly_easing,6,-0.0005214975095042124,0.00021433542062343708,-0.0008740479035008423,-0.00016894711550758252,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,qe_factor_monthly_easing,12,-0.0008626848634632383,0.0003537828848759098,-0.0014446059248047335,-0.0002807638021217429,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,qe_factor_monthly_easing,24,-0.0013775992381780898,0.0005562473039487292,-0.002292544633560135,-0.0004626538427960447,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,target_factor_monthly_easing,0,2.4057329010817695e-05,4.3972086553451796e-05,-4.827031704125155e-05,9.638497506288695e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,target_factor_monthly_easing,1,7.197839540865732e-05,8.303600543025473e-05,-6.46036792908593e-05,0.00020856047010817396,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,target_factor_monthly_easing,3,7.02042927010297e-05,0.0001367054784222777,-0.00015465620930599,0.00029506479470804936,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,target_factor_monthly_easing,6,7.660902333318162e-05,0.00022319882933230907,-0.0002905203806253896,0.00044373842729175287,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,target_factor_monthly_easing,12,0.00012460686888484301,0.0003596107950931021,-0.00046690025171494865,0.0007161139894846346,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,target_factor_monthly_easing,24,-0.0004266889448002507,0.0005417577976142581,-0.0013178012231353047,0.0004644233335348033,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,timing_factor_monthly_easing,0,5.5431981108617856e-06,6.437212392121343e-05,-0.00010033952339551575,0.00011142591961723933,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,timing_factor_monthly_easing,1,5.344160679471403e-05,0.00011393196227713055,-0.00013395979458252248,0.00024084300817195053,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,timing_factor_monthly_easing,3,0.00017884513366120278,0.00021097775586811167,-0.00016818239328454296,0.0005258726606069485,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,timing_factor_monthly_easing,6,0.00042263147234973243,0.0003713949192212216,-0.00018825880756264296,0.0010335217522621078,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,timing_factor_monthly_easing,12,0.0008686965085107508,0.0005992378815639308,-0.00011696209438639732,0.001854355111407899,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,timing_factor_monthly_easing,24,0.0010464811802518368,0.0007938840316601498,-0.0002593418486032178,0.0023523042091068915,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,weighted_composite_monthly_easing,0,-0.000316872833720593,0.0002280131363249618,-0.0006919210679972869,5.8175400556100866e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,weighted_composite_monthly_easing,1,-0.0007268076015845483,0.0004224719402862989,-0.0014217121048496928,-3.190309831940384e-05,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,weighted_composite_monthly_easing,3,-0.0014750953332647427,0.0006712547665577137,-0.002579211170645662,-0.0003709794958838234,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,weighted_composite_monthly_easing,6,-0.0026961236495729197,0.001065919931034642,-0.004449405914175114,-0.0009428413849707257,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,weighted_composite_monthly_easing,12,-0.004495223792169876,0.001760086819971215,-0.007390308981749012,-0.0016001386025907404,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_hh_loans_ea_stock,household credit,weighted_composite_monthly_easing,24,-0.008189580529864104,0.0026145419500193485,-0.012490119339170203,-0.003889041720558004,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,fg_factor_monthly_easing,0,2.7958878354125628e-05,7.851437729174924e-05,-0.00010118577990204441,0.00015710353661029566,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,fg_factor_monthly_easing,1,-4.163253112689791e-05,0.00015249261685471117,-0.0002924605650436908,0.00020919550278989494,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,fg_factor_monthly_easing,3,-2.799965133524056e-06,0.0002938090806607054,-0.00048607289708956294,0.00048047296682251486,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,fg_factor_monthly_easing,6,-9.646515505189733e-05,0.0005040032137651709,-0.0009254766692087368,0.0007325463591049421,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,fg_factor_monthly_easing,12,-0.0008741704618465296,0.000772402369917208,-0.0021446593014707617,0.00039631837777770267,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,fg_factor_monthly_easing,24,-0.0020342645776033966,0.0009742963377010226,-0.00363683944239646,-0.0004316897128103332,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,qe_factor_monthly_easing,0,0.0003469095558060976,0.0002144608150334475,-5.847093640637304e-06,0.0006996662052528326,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,qe_factor_monthly_easing,1,0.0009215794904386188,0.00041924929155763183,0.00023197577262321285,0.0016111832082540247,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,qe_factor_monthly_easing,3,0.001774000738719651,0.0006731854911108605,0.0006667091420548439,0.0028812923353844578,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,qe_factor_monthly_easing,6,0.0020598756738249143,0.0008653235578188422,0.0006365450812600398,0.0034832062663897887,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,qe_factor_monthly_easing,12,0.0019004837977988874,0.001099878395343082,9.13448300132538e-05,0.0037096227655845212,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,qe_factor_monthly_easing,24,0.002290522645784281,0.001384772317772738,1.2774876393796195e-05,0.004568270415174766,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,target_factor_monthly_easing,0,-5.017814342762216e-05,0.0002168158283129228,-0.0004068084450086209,0.0003064521581533766,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,target_factor_monthly_easing,1,-0.0003805539170491307,0.00040025256330347497,-0.0010389107974954751,0.00027780296339721385,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,target_factor_monthly_easing,3,-0.000580163371212837,0.0006134069264580995,-0.001589127978994597,0.000428801236568923,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,target_factor_monthly_easing,6,-0.00048279544385810175,0.0008200922669214187,-0.0018317271835386522,0.0008661362958224486,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,target_factor_monthly_easing,12,-0.0003832745115951832,0.0010857179506354752,-0.002169121620544264,0.0014025725973538976,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,target_factor_monthly_easing,24,-0.000754524552996159,0.0012595010471041306,-0.0028262194184745654,0.0013171703124822472,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,timing_factor_monthly_easing,0,-7.659940995638718e-08,0.00014515160860424889,-0.00023882974928049567,0.0002386765504605829,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,timing_factor_monthly_easing,1,0.0002280167739942288,0.0002790280321029968,-0.0002309434966315173,0.0006869770446199749,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,timing_factor_monthly_easing,3,0.00045641878821931273,0.00048502395419626086,-0.00034137462199875163,0.001254212198437377,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,timing_factor_monthly_easing,6,0.0005632604604818874,0.0007747689108141501,-0.0007111209925200092,0.001837641913483784,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,timing_factor_monthly_easing,12,0.0015088323632817939,0.0012945149329669943,-0.0006204552193518086,0.0036381199459153963,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,timing_factor_monthly_easing,24,0.003008833305738471,0.0019632421998937956,-0.000220412747341026,0.006238079358817967,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,weighted_composite_monthly_easing,0,0.0003700328355388212,0.0004927011085868192,-0.0004403883699232196,0.001180454041000862,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,weighted_composite_monthly_easing,1,0.0005085827560959632,0.0009517730221859237,-0.0010569445514811175,0.002074110063673044,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,weighted_composite_monthly_easing,3,0.0015616906591311042,0.0015564366780006918,-0.0009984198557986344,0.004121801174060843,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,weighted_composite_monthly_easing,6,0.002041549422368595,0.0022823074461879064,-0.0017125122583119346,0.005795611103049125,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,weighted_composite_monthly_easing,12,0.0015960465317040712,0.003634298010436459,-0.004381841732184859,0.007573934795593,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_nfc_loans_ea_stock,NFC credit,weighted_composite_monthly_easing,24,0.0009524717277622238,0.004746635872709443,-0.0068550495032818695,0.008759992958806317,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_retail_de_chained_index,retail volume,fg_factor_monthly_easing,0,-3.3938147202535954e-05,0.0002470529591127613,-0.00044030410304825513,0.0003724278086431833,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_retail_de_chained_index,retail volume,fg_factor_monthly_easing,1,0.00011909882002137767,0.0003407702796787988,-0.00044141841046556205,0.0006796160505083174,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
ln_retail_de_chained_index,retail volume,fg_factor_monthly_easing,3,0.0004531569745828966,0.0004495997488158501,-0.00028636880293332536,0.0011926827520991187,sum_of_monthly_reduced_form_betas_with_independence_se_approximation
