file_name,path,source_family,source_name,frequency,source_url,transformation_note,size_bytes,sha256,raw_overwrite_policy
ecb_bls_credit_standards_mortgage.csv,data/raw/eu_de/banking_proxy_candidates/ecb_bls_credit_standards_mortgage.csv,banking,ECB BLS mortgage credit standards,quarterly,https://data-api.ecb.europa.eu/service/data/BLS/Q.U2.ALL.Z.H.H.B3.ST.S.WFNET?format=csvdata,Quarterly BLS net tightening for loans to households for house purchase; quarter-end observed only.,45668,d3fa5b049f34f86eb7ea583c48051166b0288b871bb3018a04643e5f8c4853cd,refreshable official API pull; source URL retained for reproducibility
ecb_bls_credit_standards_nfc.csv,data/raw/eu_de/banking_proxy_candidates/ecb_bls_credit_standards_nfc.csv,banking,ECB BLS enterprise credit standards,quarterly,https://data-api.ecb.europa.eu/service/data/BLS/Q.U2.ALL.O.E.Z.B3.ST.S.WFNET?format=csvdata,Quarterly BLS net tightening for enterprise loans; quarter-end observed only.,45007,7b90a76d6c1e0720305e7829947f81ba42659cac7eb694339ff42c00723d41b2,refreshable official API pull; source URL retained for reproducibility
ecb_bls_credit_standards_consumer.csv,data/raw/eu_de/banking_proxy_candidates/ecb_bls_credit_standards_consumer.csv,banking,ECB BLS consumer-credit standards,quarterly,https://data-api.ecb.europa.eu/service/data/BLS/Q.U2.ALL.Z.H.C.B3.ST.S.WFNET?format=csvdata,Quarterly BLS net tightening for consumer credit; quarter-end observed only.,44804,d4eb15ab94d7805c644eb68e8aa13e76c1e70b3107c8c95f780e41a0e99a78e0,refreshable official API pull; source URL retained for reproducibility
ecb_bls_loan_demand_mortgage.csv,data/raw/eu_de/banking_proxy_candidates/ecb_bls_loan_demand_mortgage.csv,banking,ECB BLS mortgage loan demand,quarterly,https://data-api.ecb.europa.eu/service/data/BLS/Q.U2.ALL.Z.H.H.B3.ZZ.D.WFNET?format=csvdata,Quarterly BLS net demand for loans to households for house purchase; quarter-end observed only.,42465,5ef21dd244d12cb07fb4a0bcfd16cf54a9a54249a47d5a8107ce6025b65b5008,refreshable official API pull; source URL retained for reproducibility
ecb_bls_loan_demand_nfc.csv,data/raw/eu_de/banking_proxy_candidates/ecb_bls_loan_demand_nfc.csv,banking,ECB BLS enterprise loan demand,quarterly,https://data-api.ecb.europa.eu/service/data/BLS/Q.U2.ALL.O.E.Z.B3.ZZ.D.WFNET?format=csvdata,Quarterly BLS net demand for enterprise loans; quarter-end observed only.,41814,f8ba0845ef89c274adbd4e8e59deda5429f1502a3b21f0584df9e46cf06bc3a7,refreshable official API pull; source URL retained for reproducibility
ecb_bls_loan_demand_consumer.csv,data/raw/eu_de/banking_proxy_candidates/ecb_bls_loan_demand_consumer.csv,banking,ECB BLS consumer-credit demand,quarterly,https://data-api.ecb.europa.eu/service/data/BLS/Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET?format=csvdata,Quarterly BLS net demand for consumer credit; quarter-end observed only.,41632,e62524f0ddfdcbaf7d5b1cd0abef5703e22be8f7bbf143aeadd175e53928ce8e,refreshable official API pull; source URL retained for reproducibility
ecb_mir_mortgage_lending_rate.csv,data/raw/eu_de/banking_proxy_candidates/ecb_mir_mortgage_lending_rate.csv,banking,ECB MIR mortgage lending rate,monthly,https://data-api.ecb.europa.eu/service/data/MIR/M.U2.B.A2C.A.R.A.2250.EUR.N?format=csvdata,Monthly annualised agreed rate on new house-purchase loans; lending spread is computed against monthly average DFR.,203525,7c807be18078004eba67c071b4466998f7a190d7ca1d439948b987ab2037012e,refreshable official API pull; source URL retained for reproducibility
ecb_mir_nfc_lending_rate.csv,data/raw/eu_de/banking_proxy_candidates/ecb_mir_nfc_lending_rate.csv,banking,ECB MIR NFC lending rate,monthly,https://data-api.ecb.europa.eu/service/data/MIR/M.U2.B.A2A.A.R.A.2240.EUR.N?format=csvdata,Monthly annualised agreed rate on new NFC loans; lending spread is computed against monthly average DFR.,183671,9b2859702f29be4883090242c018bf2f1963344661df3c12d3e2acbda17d64e5,refreshable official API pull; source URL retained for reproducibility
