,shadow_rate,ln_credit,ln_real_equity,ln_real_housing,ln_real_income,ln_cpi
2024-06-30,5.164216664252306,9.778025734566514,4.141160237566656,0.038425596105726455,9.784202764814372,5.746343755740274
2024-07-31,4.848563239500032,9.781825661838669,4.123070437933702,0.03773926495202914,9.783757622911,5.748019431549252
2024-08-31,4.469654158190869,9.785988523421068,4.132399711238866,0.03446243007304355,9.784304161840147,5.749590418646427
2024-09-30,4.086756614668237,9.788906921672227,4.154795974689433,0.031198674489191815,9.785261293670848,5.751721483044508
2024-10-31,4.351720839009203,9.79349450994213,4.1434196780139105,0.026240691177217827,9.787543450005302,5.754573809749928
2024-11-30,4.328023288719248,9.794323905801223,4.191544787972255,0.022532108113806217,9.789837215504756,5.757411705285736
2024-12-31,4.321620425263655,9.796021690246137,4.192051748903901,0.017911448223783256,9.79076108585908,5.760805323752109
2025-01-31,4.205640533365273,9.79729121211853,4.209717924121399,0.014646371231251915,9.791985997010425,5.765068838257551
2025-02-28,4.089641949654225,9.801317835306762,4.179440859264923,0.01687697762289454,9.793142412029676,5.767317367327168
2025-03-31,4.021416149677132,9.806650562374848,4.099094275757264,0.024568664929686537,9.799742398146153,5.767648894984615
2025-04-30,3.767463445669609,9.814358396088325,4.112540878882904,0.029570744782886356,9.805483246831562,5.769264300741731
2025-05-31,3.9719204130293755,9.819066500030132,4.19812829427073,0.03316302190287495,9.797065362390223,5.770256621261527
2025-06-30,3.801959488323159,9.82271460736658,4.256399760152159,0.03119137362585661,9.79601926152416,5.772795345943155
2025-07-31,3.8820732736105463,9.828668193560638,4.277612034706362,0.026972633975849446,9.798654675430372,5.775076252582087
2025-08-31,3.6272101811373596,9.834320800307797,4.282597212254033,0.02016701128525344,9.799659195856378,5.77855284642247
2025-09-30,3.5264699525914893,9.83782336474017,4.332248669955658,0.014479317409724525,9.800230378858418,5.781499402877198
