,shadow_rate,ln_credit,ln_real_equity,ln_real_housing,ln_real_income,ln_cpi
2021-02-28,-1.9102163260852913,9.6296806810563,3.891360972378928,-0.09715763172975418,9.723002308687063,5.574353133293985
2021-03-31,-1.433029238927385,9.638104364300515,3.9001312151486065,-0.08170565489109542,9.929155299284705,5.579582645344362
2021-04-30,-1.4596343462023704,9.642941610542886,3.951015185801272,-0.06520937856201055,9.765414433296051,5.585801919494124
2021-05-31,-1.4954412762330782,9.651546021059966,3.9317508903853535,-0.049556713580210986,9.73639346707294,5.592415064790528
2021-06-30,-1.2429414162171657,9.654762568748156,3.9848348627338854,-0.03583820291601991,9.731399454827592,5.60084125236895
2021-07-31,-1.1343747314869164,9.65902125841662,4.007683181968405,-0.02399628314474412,9.73798181402071,5.605445385045743
2021-08-31,-0.8167770759985059,9.664157189416345,4.0456201332506865,-0.01459572531853364,9.736080223671392,5.608284277177661
2021-09-30,-0.4816570550015536,9.672153697062697,3.9820968156183354,-0.009305326981969597,9.724869130666555,5.612799585277634
2021-10-31,-0.10571665904789175,9.683076447500568,4.048562795421944,-0.010808518553380676,9.72516797712147,5.622391636440687
2021-11-30,0.0626203258653181,9.69248475158887,4.057881704674591,-0.010727094439492794,9.722349295366948,5.630921417088961
2021-12-31,0.2157199559522885,9.703565627564261,4.062348614744642,-0.008327407376744906,9.717808365204277,5.637802915722226
2022-01-31,0.508613835804813,9.715062261800073,3.967300488096704,-0.0022960902160720402,9.693142993555748,5.643830751392746
2022-02-28,0.7832892623775605,9.719848774086516,3.9129231274375265,0.009146095868771244,9.693235547013149,5.6507332535663855
2022-03-31,1.4357106679709009,9.72900036477378,3.943151864964195,0.024835548734697982,9.688262566466214,5.661827894558525
2022-04-30,1.8638169384420964,9.73550816093123,3.79656605935732,0.04394642939624629,9.688157148935181,5.664906502073061
2022-05-31,1.9359482495011107,9.741588023817137,3.7704409949740563,0.0501757727200593,9.686760869017997,5.674346798167703
2022-06-30,2.6851032813695124,9.74888372755411,3.6635961573008595,0.04353639830234926,9.684267544051243,5.686829583003539
2022-07-31,2.779751285430825,9.755310585131797,3.7820139004937756,0.03989695513808574,9.697102785036874,5.686680397589527
2022-08-31,3.4660647528216293,9.759737745287195,3.7277738523415476,0.028054430131346418,9.70304072090349,5.687304115851811
2022-09-30,4.247228576934745,9.761111885794962,3.6114929456433216,0.013330737488263534,9.706486781323116,5.691537813839762
2022-10-31,4.601751849239892,9.761870668820537,3.6447401353870092,0.0017936502900268321,9.709678263693188,5.697116976162406
2022-11-30,4.641656845217715,9.76425864902051,3.695436198409482,-0.006915073910419155,9.71127928286534,5.699727598077977
2022-12-31,4.840008417459334,9.770666521830538,3.6002775953213044,-0.01555375574918531,9.715843858260145,5.6998815425712515
2023-01-31,4.761798531140348,9.772161462158376,3.695938727427724,-0.025992305103974513,9.735477101609591,5.705181495569908
2023-02-28,5.282997309752248,9.775153115172804,3.6875616181614,-0.02670267586649321,9.74086273507948,5.708604164935415
2023-03-31,4.746810245515682,9.769549143377327,3.776724104314241,-0.01466194752980024,9.746763564589743,5.709834126417968
2023-04-30,4.862603331636982,9.760965863749055,3.778229020632428,-0.004311813519324797,9.748895942179956,5.7132211234673225
2023-05-31,5.126303817307879,9.759721097040408,3.849964653416432,0.006817353255878418,9.752472783928855,5.714834508642569
2023-06-30,5.353944901230656,9.756565973017276,3.910608254457232,0.014223364852665406,9.753611888460243,5.717073752977411
2023-07-31,5.46413530682806,9.756258557483706,3.946011002990671,0.018484802648838825,9.755602204463301,5.719028986971375
2023-08-31,5.435649772121984,9.756437724216752,3.9248112928727767,0.018043766854849787,9.757033014621117,5.72385303991001
2023-09-30,5.537038773931375,9.756939389577717,3.86889260391289,0.016893302047403243,9.757432349069019,5.727746366509548
2023-10-31,5.406598327879351,9.75693171891995,3.846550139132959,0.016653112472684434,9.760846218689272,5.729112282568492
2023-11-30,5.109099994596495,9.756787130487066,3.946500369934093,0.012756278558023741,9.765781744866477,5.730580187041579
2023-12-31,4.850299967066221,9.760979982873641,3.9981736901541343,0.0070329066422665735,9.768909898485239,5.732502737719752
2024-01-31,4.916278133291173,9.765340462235221,4.013411523251894,0.003494072662578191,9.774255476021576,5.7355976290958575
2024-02-29,5.174622712972601,9.767795782261112,4.060873388256615,0.005570258970737985,9.77543824862361,5.739686797224483
2024-03-31,5.149074399056588,9.773767292596405,4.0680689661689176,0.014421118703467635,9.77661962392714,5.744108346127766
2024-04-30,5.386889784689043,9.77211074997166,4.0202845906319435,0.024575494412736626,9.777844961331843,5.746276670268567
2024-05-31,5.3105713372115275,9.773456357352954,4.080742992663977,0.033221828419522134,9.78207104882232,5.746762139730255
