dataset,variable,transform,preferred_level_transform,nobs,start,end,adf_c_level_stat,adf_c_level_p,adf_ct_level_stat,adf_ct_level_p,kpss_c_level_stat,kpss_c_level_p,kpss_ct_level_stat,kpss_ct_level_p,pp_c_level_stat,pp_c_level_p,adf_c_diff_p,kpss_c_diff_p,test_notes,classification
quarterly,hicp_ea20,first_diff_preferred,log,104,2000-03-31,2025-12-31,-2.5021915842395233,0.11494199887755752,-2.5746075467953333,0.2917174194336989,0.15826073893178033,0.1,0.12093469188092995,0.09641723725753712,-10.87646618935215,1.3278087363425083e-19,0.008303436483752601,0.1,,difference-stationary/ambiguous
quarterly,hicp_ea20,yoy_diff_preferred,log,101,2000-12-31,2025-12-31,-1.3718926815751835,0.5956745039651469,-1.4634115811621085,0.8413268390012093,0.18780978216169864,0.1,0.14315683422870742,0.05526512179868994,-2.0630602517664043,0.25962522579158254,0.0005047226589341587,0.1,,difference-stationary/ambiguous
quarterly,hicp_ea20,log_level,log,105,1999-12-31,2025-12-31,0.3519835786742967,0.9796077173579202,-2.229165113242668,0.47345549944357956,1.5283412877356943,0.01,0.15161887728161114,0.045317602265324046,0.3662337517912885,0.9801873300129815,0.11494199887755752,0.1,,unclear
quarterly,hicp_ea20,log_diff,log,104,2000-03-31,2025-12-31,-2.5021915842395233,0.11494199887755752,-2.5746075467953333,0.2917174194336989,0.15826073893178033,0.1,0.12093469188092995,0.09641723725753712,-10.87646618935215,1.3278087363425083e-19,0.008303436483752601,0.1,,difference-stationary/ambiguous
quarterly,hicp_ea20,yoy_log_diff,log,101,2000-12-31,2025-12-31,-1.3718926815751835,0.5956745039651469,-1.4634115811621085,0.8413268390012093,0.18780978216169864,0.1,0.14315683422870742,0.05526512179868994,-2.0630602517664043,0.25962522579158254,0.0005047226589341587,0.1,,difference-stationary/ambiguous
quarterly,ecb_total_assets,preferred_level,log,27,1999-12-31,2025-12-31,-0.09635894561419629,0.9497999911564061,-6.266991219830757,5.932966042533874e-07,0.7431843381040836,0.01,0.05874275136397987,0.1,-0.6814187664964267,0.8515039703571281,0.0001438046027779819,0.1,,I(1)
quarterly,ecb_total_assets,level,log,27,1999-12-31,2025-12-31,2.3192993487291895,0.9989671185951405,-0.2873122701739236,0.989804060485946,0.6832239602117226,0.01507054907166158,0.13417698781555315,0.0718944670082349,-0.40640412102538187,0.9090240148172626,0.0012300471043297414,0.1,,I(1)
quarterly,ecb_total_assets,first_diff_preferred,log,26,2000-12-31,2025-12-31,-4.574648171382522,0.0001438046027779819,-3.74907944715076,0.01932194591925497,0.1118503903415492,0.1,0.10378652684709502,0.1,-3.448741569403483,0.009405337451462612,0.1244668415536363,0.1,,I(0)
quarterly,ecb_total_assets,yoy_diff_preferred,log,23,2003-12-31,2025-12-31,-6.713028018040935,3.640024864916579e-09,-6.352514639298872,3.874517689731177e-07,0.08829084543439367,0.1,0.0844226610360874,0.1,-0.9490532911725779,0.7713897839356962,0.6883886000180539,0.1,,I(0)
quarterly,ecb_total_assets,log_level,log,27,1999-12-31,2025-12-31,-0.09635894561419629,0.9497999911564061,-6.266991219830757,5.932966042533874e-07,0.7431843381040836,0.01,0.05874275136397987,0.1,-0.6814187664964267,0.8515039703571281,0.0001438046027779819,0.1,,I(1)
quarterly,ecb_total_assets,log_diff,log,26,2000-12-31,2025-12-31,-4.574648171382522,0.0001438046027779819,-3.74907944715076,0.01932194591925497,0.1118503903415492,0.1,0.10378652684709502,0.1,-3.448741569403483,0.009405337451462612,0.1244668415536363,0.1,,I(0)
quarterly,ecb_total_assets,yoy_log_diff,log,23,2003-12-31,2025-12-31,-6.713028018040935,3.640024864916579e-09,-6.352514639298872,3.874517689731177e-07,0.08829084543439367,0.1,0.0844226610360874,0.1,-0.9490532911725779,0.7713897839356962,0.6883886000180539,0.1,,I(0)
quarterly,ecb_monetary_policy_securities,preferred_level,level,27,1999-12-31,2025-12-31,-3.7233940772132685,0.003795873016231701,-3.930587804232478,0.011007660866870899,0.6325237790603511,0.01967965644905899,0.17401869627117705,0.026651086440685784,-0.3432208286594276,0.9191559899913472,0.00021612116706058767,0.1,,difference-stationary/ambiguous
quarterly,ecb_monetary_policy_securities,level,level,27,1999-12-31,2025-12-31,-3.7233940772132685,0.003795873016231701,-3.930587804232478,0.011007660866870899,0.6325237790603511,0.01967965644905899,0.17401869627117705,0.026651086440685784,-0.3432208286594276,0.9191559899913472,0.00021612116706058767,0.1,,difference-stationary/ambiguous
quarterly,ecb_monetary_policy_securities,first_diff_preferred,level,26,2000-12-31,2025-12-31,-4.47724236753581,0.00021612116706058767,-4.0000175544135805,0.008793196177163376,0.17629245311886677,0.1,0.1097415056952597,0.1,-1.6637504073350413,0.44987942244415635,0.001498926959954422,0.1,,I(0)
quarterly,ecb_monetary_policy_securities,yoy_diff_preferred,level,23,2003-12-31,2025-12-31,-4.585285983655224,0.00013748079321653653,-7.384067325325634,1.8818847064819506e-09,0.36919355786916447,0.09043381126329117,0.10705052923792951,0.1,-1.1973221573466286,0.6747465900783832,0.0014364621623057011,0.1,,I(0)
