dataset,variable,transform,preferred_level_transform,nobs,start,end,adf_c_level_stat,adf_c_level_p,adf_ct_level_stat,adf_ct_level_p,kpss_c_level_stat,kpss_c_level_p,kpss_ct_level_stat,kpss_ct_level_p,pp_c_level_stat,pp_c_level_p,adf_c_diff_p,kpss_c_diff_p,test_notes,classification
monthly,nfc_loans_ea_stock,level,log,279,2003-01-31,2026-03-31,-2.3482838242923716,0.15686777438844485,-3.197265641099083,0.0849479360108607,1.5391034451757588,0.01,0.3114026077866435,0.01,-1.8034535299782135,0.37874846486766883,0.15363977933807893,0.07999947935960197,,unclear
monthly,nfc_loans_ea_stock,first_diff_preferred,log,278,2003-02-28,2026-03-31,-2.1299056178696363,0.23266063827221245,-2.2142578731794544,0.48182989001451687,0.5024571775890788,0.041113248290748014,0.27963867855256275,0.01,-14.92306578803533,1.4021738725967815e-27,1.8159238817519232e-09,0.1,,I(1)
monthly,nfc_loans_ea_stock,yoy_diff_preferred,log,267,2004-01-31,2026-03-31,-1.6493980967749164,0.4573543540641399,-1.83569824070535,0.6872957960764383,0.5420537749294494,0.032195095736610495,0.2968239162414309,0.01,-1.9306209976177393,0.31779593726700006,1.604512366647559e-05,0.1,,I(1)
monthly,nfc_loans_ea_stock,log_level,log,279,2003-01-31,2026-03-31,-2.854410142419456,0.05091213402052667,-3.6181153648854103,0.028348128161839875,1.5125448040623368,0.01,0.3339902887621039,0.01,-2.2644709891921173,0.1836828693793473,0.23266063827221245,0.041113248290748014,,unclear
monthly,nfc_loans_ea_stock,log_diff,log,278,2003-02-28,2026-03-31,-2.1299056178696363,0.23266063827221245,-2.2142578731794544,0.48182989001451687,0.5024571775890788,0.041113248290748014,0.27963867855256275,0.01,-14.92306578803533,1.4021738725967815e-27,1.8159238817519232e-09,0.1,,I(1)
monthly,nfc_loans_ea_stock,yoy_log_diff,log,267,2004-01-31,2026-03-31,-1.6493980967749164,0.4573543540641399,-1.83569824070535,0.6872957960764383,0.5420537749294494,0.032195095736610495,0.2968239162414309,0.01,-1.9306209976177393,0.31779593726700006,1.604512366647559e-05,0.1,,I(1)
monthly,dax_close,preferred_level,log,253,2005-01-31,2026-01-31,-0.6061885454595739,0.8695775285792088,-3.1832910672669414,0.08778287561623144,2.251647172314642,0.01,0.09597761988687248,0.1,-0.6526838108233555,0.8586279064269138,1.775160007040388e-22,0.1,,I(1)
monthly,dax_close,level,log,253,2005-01-31,2026-01-31,1.0668134418779807,0.9949231953682253,-0.9631330354609625,0.9488769511297228,2.132213843502929,0.01,0.27549805638224384,0.01,1.4146028667093977,0.9971794811228218,1.4801001771385494e-28,0.1,,I(1)
monthly,dax_close,first_diff_preferred,log,252,2005-02-28,2026-01-31,-12.12656066137144,1.775160007040388e-22,-12.105525681725215,2.6045091795091455e-19,0.04372749229711145,0.1,0.03897477829622938,0.1,-14.813973269061169,2.0103968845409e-27,2.32112223123253e-17,0.1,,I(0)
monthly,dax_close,yoy_diff_preferred,log,241,2006-01-31,2026-01-31,-3.065535735315256,0.02921107759913622,-3.182760316094242,0.08789198140674687,0.0766347458623409,0.1,0.05605988606019275,0.1,-3.6150409302068525,0.005479903104492296,1.4167208459175358e-11,0.1,,I(0)
