"date","wx_shadow_rate","dfr_eop","dfr_avg","hh_loans_ea_stock","nfc_loans_ea_stock","dax_close","dax_volume","retail_de_mom_pct","retail_de_chained_index","hicp_de","hicp_ea20","hicp_ea","dax_real_de","hh_loans_real_de_hicp","nfc_loans_real_de_hicp"
2023-09-30,NA,4,3.84166666666667,6873002.13,5112625.01,15386.58,0,-0.5,117.130012576613,149,147.03,146.75,10326.5637583893,4612753.10738255,3431291.95302013
2023-10-31,NA,4,4,6872349.35,5119442.26,14810.34,0,1.2,118.535572727532,148.8,147.16,146.88,9953.18548387097,4618514.34811828,3440485.38978495
2023-11-30,NA,4,4,6884557.62,5138315.43,16215.43,0,-0.8,117.587288145712,147.8,146.34,146.07,10971.197564276,4658022.74695535,3476532.76725304
2023-12-31,NA,4,4,6871378.27,5134231.85,16751.64,0,0.1,117.704875433858,148.1,146.58,146.3,11311.0330857529,4639688.23092505,3466733.18703579
2024-01-31,NA,4,4,6859502.35,5117129.51,16903.76,0,-0.3,117.351760807556,147.9,146.05,145.78,11429.1818796484,4637932.62339418,3459857.68086545
2024-02-29,NA,4,4,6853080.43,5120063.88,17678.19,0,-0.7,116.530298481903,148.8,146.96,146.68,11880.5040322581,4605564.80510753,3440903.14516129
2024-03-31,NA,4,4,6858617.25,5133610.08,18492.49,0,1.6,118.394783257614,149.8,148.07,147.79,12344.7863818425,4578516.188251,3426976.02136182
2024-04-30,NA,4,4,6860534.62,5137191.57,17932.17,0,0.2,118.631572824129,150.7,148.93,148.65,11899.2501658925,4552445.00331785,3408886.24419376
2024-05-31,NA,4,4,6867637.52,5136146.58,18497.94,1143528221,0.1,118.750204396953,151,149.25,148.97,12250.2913907285,4548104.31788079,3401421.57615894
2024-06-30,NA,3.75,3.84166666666667,6887561.85,5156002.38,18235.45,1331567477,-1.4,117.087701535396,151.3,149.57,149.29,12052.5115664243,4552255.02313285,3407800.64771976
2024-07-31,NA,3.75,3.75,6891198.74,5162041.36,18508.65,1184268416,1.9,119.312367864568,152.1,149.53,149.25,12168.7376725838,4530702.65614727,3393847.04799474
2024-08-31,NA,3.75,3.75,6892897.24,5139778.07,18906.92,1209881318,1.2,120.744116278943,151.9,149.73,149.45,12446.9519420671,4537786.20144832,3383659.03225806
2024-09-30,NA,3.5,3.64166666666667,6904912.68,5151314.64,19324.93,1393399482,1.5,122.555278023127,151.8,149.59,149.31,12730.5204216074,4548690.83003953,3393487.90513834
2024-10-31,NA,3.25,3.42741935483871,6914756.38,5159541.58,19077.54,1217253480,-0.5,121.942501633012,152.3,150.11,149.83,12526.2902166776,4540220.86671044,3387748.90347997
2024-11-30,NA,3.25,3.25,6935077.65,5173406.11,19626.45,1415695757,-0.1,121.820559131379,151.4,149.62,149.34,12963.3091149273,4580632.52972259,3417044.98678996
2024-12-31,NA,3,3.13709677419355,6934043.7,5199680.4,19909.14,1114192844,0,121.820559131379,152.3,150.15,149.87,13072.317793828,4552884.89822718,3414104.00525279
2025-01-31,NA,3,3,6932517.63,5193484.24,21732.05,1419143599,0.3,122.186020808773,152,149.73,149.45,14297.4013157895,4560866.8618421,3416765.94736842
2025-02-28,NA,2.75,2.78571428571429,6938330.53,5203235.98,22551.43,1443783102,0.2,122.43039285039,152.7,150.37,150.09,14768.4544859201,4543765.90045842,3407489.18140144
2025-03-31,NA,2.5,2.58870967741935,6958367.66,5227040.08,22163.49,1953173587,0.9,123.532266386044,153.3,151.29,151.01,14457.5929549902,4539052.61578604,3409680.41748206
2025-04-30,NA,2.25,2.43333333333333,6975918.4,5236136.58,22496.98,1981434253,-0.1,123.408734119658,154,152.15,151.87,14608.4285714286,4529817.14285714,3400088.68831169
2025-05-31,NA,2.25,2.25,6991227.98,5231141.88,23997.48,1429281479,-0.4,122.915099183179,154.2,152.07,151.79,15562.5680933852,4533870.28534371,3392439.61089494
2025-06-30,NA,2,2.08333333333333,7024290.34,5262275.69,23909.61,1260800808,0.7,123.775504877462,154.3,152.53,152.25,15495.5346727155,4552359.26117952,3410418.46403111
2025-07-31,NA,2,2,7038451.88,5276754.52,24065.47,1211987456,-0.3,123.404178362829,154.9,152.57,152.29,15536.1329890252,4543868.22466107,3406555.53260168
2025-08-31,NA,2,2,7045456.29,5266025.63,23902.21,1071964709,-0.5,122.787157471015,155,152.8,152.51,15420.7806451613,4545455.67096774,3397435.89032258
2025-09-30,NA,2,2,7068035.9,5270783.94,23880.72,1218303685,0.6,123.523880415841,155.4,152.93,152.65,15367.2586872587,4548285.64993565,3391752.85714286
2025-10-31,NA,2,2,7081125.38,5285520.5,23954.45,1061560370,0.4,124.017975937504,155.8,153.26,152.97,15375.1283697047,4545009.8716303,3392503.53016688
2025-11-30,NA,2,2,7107848.81,5303792.68,23828.25,1098929112,-0.5,123.397886057817,155.2,152.81,152.53,15353.2538659794,4579799.49097938,3417392.19072165
2025-12-31,NA,2,2,7115978.67,5325025.13,24490.41,960581590,1.6,125.372252234742,155.4,153.09,152.8,15759.5945945946,4579136.85328185,3426657.0978121
2026-01-31,NA,NA,NA,7145166.52,5328363.39,24515.73,1229280387,NA,NA,NA,NA,NA,NA,NA,NA
2026-02-28,NA,NA,NA,7156128.25,5345311.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-03-31,NA,NA,NA,7177058.12,5386293.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
