response,regime,horizon,beta,HAC_se,t_stat,p_value,CI_low,CI_high,CI_68_low,CI_68_high,F_stat,partial_R2,weak_iv_flag,nobs
ln_house_price_de_real,tightening,2,7.262714773304028e-14,7.740804486776726e-14,0.9382377226696014,0.34812225643107897,-5.469775562292894e-14,1.999520510890095e-13,-4.3518927095651516e-15,1.496061881756457e-13,1.4216360097866017,0.02997863695578138,weak_iv_risk,65
ln_house_price_de_real,tightening,4,6.503893284904618e-14,1.7378517867992524e-14,3.742490202161247,0.00018220563921560957,3.6453814702837725e-14,9.362405099525463e-14,4.775672875671946e-14,8.23211369413729e-14,1.1900665335214733,0.026334693104262098,weak_iv_risk,63
ln_house_price_de_real,tightening,8,-4.4217150675016334e-13,1.4276719818534204e-13,-3.0971505525809304,0.001953906127768684,-6.770026504950227e-13,-2.0734036300530392e-13,-5.841474724493459e-13,-3.0019554105098077e-13,0.9534796233749145,0.023282017355875647,weak_iv_risk,59
ln_house_price_de_real,tightening,12,3.6154028743242207e-13,1.8073641563671379e-13,2.00037322948315,0.04545997689440855,6.425533865016476e-14,6.588252362146794e-13,1.8180553411941753e-13,5.412750407454266e-13,0.00217814739966557,6.0500433911187986e-05,weak_iv_risk,55
ln_nfc_loans_ea_stock,covid,0,-3.6636769105994575e-08,1.6968438853445854e-08,-2.1591125396049375,0.0308414370521598,-6.454736729778925e-08,-8.726170914199893e-09,-5.351116688956647e-08,-1.976237132242268e-08,1.463676483833765,0.02959093597323157,weak_iv_risk,67
ln_nfc_loans_ea_stock,covid,1,-7.201877938225098e-08,1.7712105021659553e-08,-4.066076804207156,4.781118476790308e-05,-1.0115259956807307e-07,-4.28849591964289e-08,-8.963272184927938e-08,-5.4404836915222584e-08,1.4525411404363773,0.02997863695582624,weak_iv_risk,66
ln_nfc_loans_ea_stock,covid,2,-6.094292491108397e-08,2.0390473458288918e-08,-2.988794008915477,0.0028008088844692137,-9.448226913420821e-08,-2.7403580687959733e-08,-8.122039198405863e-08,-4.0665457838109313e-08,1.4216360097866017,0.02997863695578138,weak_iv_risk,65
ln_nfc_loans_ea_stock,covid,4,-4.977694712394834e-08,1.3638334558922421e-08,-3.649781937002231,0.0002624630245056031,-7.221001118876948e-08,-2.7343883059127197e-08,-6.333969643992075e-08,-3.621419780797592e-08,1.1900665335214733,0.026334693104262098,weak_iv_risk,63
ln_nfc_loans_ea_stock,covid,8,2.093097737859485e-09,2.673108499318823e-08,0.07830201199812353,0.9375878170358334,-4.1875624365534226e-08,4.6061819841253196e-08,-2.4489840460366485e-08,2.8676035936085454e-08,0.9534796233749145,0.023282017355875647,weak_iv_risk,59
ln_nfc_loans_ea_stock,covid,12,-1.7180277779259726e-14,1.111709937368887e-13,-0.15453921208908808,0.8771845957835445,-2.0004029003918045e-13,1.65679734480661e-13,-1.277351488851708e-13,9.337459332665136e-14,0.00217814739966557,6.0500433911187986e-05,weak_iv_risk,55
ln_nfc_loans_ea_stock,pre_qe,0,4.118780246002178e-08,3.722496096438975e-08,1.1064565655132044,0.26852895384097064,-2.0041809595381646e-08,1.0241741451542522e-07,4.169146576809058e-09,7.82064583432345e-08,1.463676483833765,0.02959093597323157,weak_iv_risk,67
ln_nfc_loans_ea_stock,pre_qe,1,8.657708279401063e-08,6.064342149831168e-08,1.4276417895784614,0.15339498879499233,-1.317246900823418e-08,1.8632663459625544e-07,2.626975422020275e-08,1.4688441136781851e-07,1.4525411404363773,0.02997863695582624,weak_iv_risk,66
