event_id,event_date,event_quarter,regime,timing_factor,rate_surprise_for_screen,equity_response_for_screen,jk_screen_classification,potential_information_shock,potential_pure_monetary_shock
ECB_20030904,2003-09-04,2003Q3,pre_gfc,1.190716717913575,-0.499999999999989,-0.151109047456011,potential_information_shock,True,False
ECB_20031002,2003-10-02,2003Q4,pre_gfc,0.1507829779237285,1.24999999999997,-0.77918704616744,potential_pure_monetary_shock,False,True
ECB_20031106,2003-11-06,2003Q4,pre_gfc,0.4878454505589425,0.5000000000000339,0.101156847360606,potential_information_shock,True,False
ECB_20031204,2003-12-04,2003Q4,pre_gfc,0.5734067528556273,-1.00000000000002,-0.46528059302382,potential_information_shock,True,False
ECB_20040108,2004-01-08,2004Q1,pre_gfc,-0.0887660343827003,-0.5499999999999619,0.3220191627052669,potential_pure_monetary_shock,False,True
ECB_20040205,2004-02-05,2004Q1,pre_gfc,-0.5079226164734298,-0.4,-0.08221406817554569,potential_information_shock,True,False
ECB_20040304,2004-03-04,2004Q1,pre_gfc,1.3483786259613628,2.8999999999999706,0.246645374901266,potential_information_shock,True,False
ECB_20040401,2004-04-01,2004Q2,pre_gfc,2.215972390262136,6.7,-0.37845870785036,potential_pure_monetary_shock,False,True
ECB_20040506,2004-05-06,2004Q2,pre_gfc,-1.1909248571578828,1.24999999999997,-0.3756694229513969,potential_pure_monetary_shock,False,True
ECB_20040603,2004-06-03,2004Q2,pre_gfc,1.164256399955074,-0.999999999999979,0.1636739657776329,potential_pure_monetary_shock,False,True
ECB_20040701,2004-07-01,2004Q3,pre_gfc,-0.7982180503499217,-0.1500000000000059,-0.26212149850684,potential_information_shock,True,False
ECB_20040805,2004-08-05,2004Q3,pre_gfc,,0.499999999999989,0.0559026346179437,potential_information_shock,True,False
ECB_20040902,2004-09-02,2004Q3,pre_gfc,0.1673560080488232,-0.800000000000001,-0.162259395543973,potential_information_shock,True,False
ECB_20041007,2004-10-07,2004Q4,pre_gfc,-1.7686747148991862,-0.4750000000000029,-0.0609701318114553,potential_information_shock,True,False
ECB_20041104,2004-11-04,2004Q4,pre_gfc,-0.8080418694762544,-0.0500000000000167,-0.07725479012750122,potential_information_shock,True,False
ECB_20041202,2004-12-02,2004Q4,pre_gfc,1.2092394637601,0.4799999999999919,-0.346588745823784,potential_pure_monetary_shock,False,True
ECB_20050113,2005-01-13,2005Q1,pre_gfc,0.1685850825603645,-2.59999999999998,0.0242332812877777,potential_pure_monetary_shock,False,True
ECB_20050203,2005-02-03,2005Q1,pre_gfc,-0.3063074577106637,-0.0500000000000167,-0.328877728129484,potential_information_shock,True,False
ECB_20050303,2005-03-03,2005Q1,pre_gfc,-0.6774697127774012,-0.649999999999995,0.169307953804854,potential_pure_monetary_shock,False,True
ECB_20050407,2005-04-07,2005Q2,pre_gfc,0.1458348779740232,-1.09999999999997,-0.3131275661363729,potential_information_shock,True,False
ECB_20050504,2005-05-04,2005Q2,pre_gfc,0.0697101935301506,0.249999999999995,0.2556634877063149,potential_information_shock,True,False
ECB_20050602,2005-06-02,2005Q2,pre_gfc,-0.7892763018394585,2.0,-0.143928175912933,potential_pure_monetary_shock,False,True
ECB_20050707,2005-07-07,2005Q3,pre_gfc,0.3696259173109873,2.09999999999999,0.933380773970072,potential_information_shock,True,False
ECB_20050804,2005-08-04,2005Q3,pre_gfc,,0.3000000000000109,-0.0524284318734303,potential_pure_monetary_shock,False,True
ECB_20050901,2005-09-01,2005Q3,pre_gfc,0.7980955895832714,-0.3000000000000109,0.117994472816285,potential_pure_monetary_shock,False,True
ECB_20051006,2005-10-06,2005Q4,pre_gfc,0.1441304599065473,-0.09999999999998901,0.1968452051327669,potential_pure_monetary_shock,False,True
ECB_20051103,2005-11-03,2005Q4,pre_gfc,-0.7934371588672974,-0.649999999999995,0.658218208543993,potential_pure_monetary_shock,False,True
ECB_20051201,2005-12-01,2005Q4,pre_gfc,-0.6277855536831437,-2.4,0.468173717201736,potential_pure_monetary_shock,False,True
ECB_20060112,2006-01-12,2006Q1,pre_gfc,-0.7266392847713875,-1.85,0.115551209822584,potential_pure_monetary_shock,False,True
ECB_20060202,2006-02-02,2006Q1,pre_gfc,0.2035009666361903,-0.550000000000006,0.0344480510655387,potential_pure_monetary_shock,False,True
ECB_20060302,2006-03-02,2006Q1,pre_gfc,-0.6303603917683749,0.950000000000006,-0.543618066514107,potential_pure_monetary_shock,False,True
ECB_20060406,2006-04-06,2006Q2,pre_gfc,-8.056905596549884,-8.9,0.317085567836806,potential_pure_monetary_shock,False,True
ECB_20060504,2006-05-04,2006Q2,pre_gfc,0.9549467122228668,0.350000000000028,-0.0396690769093766,potential_pure_monetary_shock,False,True
ECB_20060608,2006-06-08,2006Q2,pre_gfc,-2.739976035666884,-3.14999999999999,0.590529580651022,potential_pure_monetary_shock,False,True
ECB_20060706,2006-07-06,2006Q3,pre_gfc,2.450086664029772,2.4,-0.12308403961736,potential_pure_monetary_shock,False,True
ECB_20060803,2006-08-03,2006Q3,pre_gfc,0.1640551501793188,1.45,-0.0027318821576471906,potential_pure_monetary_shock,False,True
ECB_20060831,2006-08-31,2006Q3,pre_gfc,0.2943417406631602,1.40000000000002,-0.016254919115255,potential_pure_monetary_shock,False,True
ECB_20061005,2006-10-05,2006Q4,pre_gfc,0.6251698892017347,-0.09999999999998901,0.0946219063218123,potential_pure_monetary_shock,False,True
ECB_20061102,2006-11-02,2006Q4,pre_gfc,-0.0823919004540863,-0.299999999999967,-0.900673254099615,potential_information_shock,True,False
ECB_20061207,2006-12-07,2006Q4,pre_gfc,0.3186664140701954,2.25,0.697180658989183,potential_information_shock,True,False
ECB_20070111,2007-01-11,2007Q1,pre_gfc,-2.58307916797776,-3.94999999999999,0.644947006706076,potential_pure_monetary_shock,False,True
ECB_20070208,2007-02-08,2007Q1,pre_gfc,-2.529699647518554,1.00000000000002,-0.254627685623987,potential_pure_monetary_shock,False,True
ECB_20070308,2007-03-08,2007Q1,pre_gfc,1.00587661424302,1.29999999999999,0.0854472550656737,potential_information_shock,True,False
ECB_20070412,2007-04-12,2007Q2,pre_gfc,-0.4629079721773659,-0.3499999999999839,-0.3214999202239,potential_information_shock,True,False
ECB_20070510,2007-05-10,2007Q2,pre_gfc,0.3841079986330331,-0.4500000000000168,-0.11738420423022,potential_information_shock,True,False
ECB_20070606,2007-06-06,2007Q2,pre_gfc,0.5886960624511056,-0.649999999999995,-0.1107338237508419,potential_information_shock,True,False
ECB_20070705,2007-07-05,2007Q3,pre_gfc,-0.1623939038856881,0.499999999999989,-0.120659650220034,potential_pure_monetary_shock,False,True
ECB_20070802,2007-08-02,2007Q3,pre_gfc,,-0.199999999999978,-0.051028552630327795,potential_information_shock,True,False
ECB_20070906,2007-09-06,2007Q3,pre_gfc,-3.6236892573041577,-2.55000000000001,0.5263120267525069,potential_pure_monetary_shock,False,True
ECB_20071004,2007-10-04,2007Q4,pre_gfc,1.1163491600578226,0.499999999999989,-0.08321706791836189,potential_pure_monetary_shock,False,True
ECB_20071108,2007-11-08,2007Q4,pre_gfc,-0.701396124921333,-1.90000000000001,-0.3491027769920049,potential_information_shock,True,False
ECB_20071206,2007-12-06,2007Q4,pre_gfc,-0.6435374124784157,2.20000000000002,-0.381738081675564,potential_pure_monetary_shock,False,True
ECB_20080110,2008-01-10,2008Q1,pre_gfc,0.7102730171448841,-0.499999999999989,-0.2956150270607689,potential_information_shock,True,False
ECB_20080207,2008-02-07,2008Q1,pre_gfc,-3.181121066728388,-4.99999999999998,-0.605038240964717,potential_information_shock,True,False
ECB_20080306,2008-03-06,2008Q1,pre_gfc,2.840478920276999,3.2,-0.5644706049215739,potential_pure_monetary_shock,False,True
ECB_20080410,2008-04-10,2008Q2,pre_gfc,0.7402172494829173,0.100000000000033,0.0499747449866916,potential_information_shock,True,False
ECB_20080508,2008-05-08,2008Q2,pre_gfc,-0.2403479081682502,-0.9000000000000338,-0.4253197279034279,potential_information_shock,True,False
ECB_20080605,2008-06-05,2008Q2,pre_gfc,9.911649972808936,15.0,-0.433983633554824,potential_pure_monetary_shock,False,True
ECB_20080703,2008-07-03,2008Q3,gfc,3.5040442803412923,-7.44999999999996,1.35320062185773,potential_pure_monetary_shock,False,True
ECB_20080807,2008-08-07,2008Q3,gfc,2.4689682848042893,-3.59999999999996,-0.6372700028288489,potential_information_shock,True,False
ECB_20080904,2008-09-04,2008Q3,gfc,-0.438083292493798,-0.499999999999989,-0.755483514443789,potential_information_shock,True,False
ECB_20081002,2008-10-02,2008Q4,gfc,-5.863553526468637,-5.80000000000003,-0.810760493031637,potential_information_shock,True,False
ECB_20081008,2008-10-08,2008Q4,gfc,,-3.2,1.82643328591379,potential_pure_monetary_shock,False,True
ECB_20081106,2008-11-06,2008Q4,gfc,,16.6,-1.30428193491552,potential_pure_monetary_shock,False,True
ECB_20081204,2008-12-04,2008Q4,gfc,0.5732667779269244,5.50000000000002,-1.47784599256786,potential_pure_monetary_shock,False,True
ECB_20090115,2009-01-15,2009Q1,gfc,6.557912928599522,-1.0,-0.571526476159256,potential_information_shock,True,False
ECB_20090205,2009-02-05,2009Q1,gfc,-4.624131687783626,-5.5,-0.458091676403427,potential_information_shock,True,False
ECB_20090305,2009-03-05,2009Q1,gfc,-2.272457278318138,0.5,0.2286596424686319,potential_information_shock,True,False
ECB_20090402,2009-04-02,2009Q2,gfc,2.937428339346684,6.19999999999999,-0.0510608946750146,potential_pure_monetary_shock,False,True
ECB_20090507,2009-05-07,2009Q2,gfc,-0.8864105481343921,-2.1,-0.2922215352481489,potential_information_shock,True,False
ECB_20090604,2009-06-04,2009Q2,gfc,0.1899815514885921,3.85,0.0120242890783828,potential_information_shock,True,False
ECB_20090702,2009-07-02,2009Q3,gfc,-6.358317665390605,-5.90000000000001,-1.66959763168348,potential_information_shock,True,False
ECB_20090806,2009-08-06,2009Q3,gfc,-2.5138487900533577,0.5,-0.0954478917656765,potential_pure_monetary_shock,False,True
ECB_20090903,2009-09-03,2009Q3,gfc,-2.351830900663121,-4.100000000000001,-0.219099207942719,potential_information_shock,True,False
ECB_20091008,2009-10-08,2009Q4,gfc,-0.3901566635814254,-2.15,-0.173400424928793,potential_information_shock,True,False
ECB_20091105,2009-11-05,2009Q4,gfc,-2.0182496047078797,-1.8,0.807551135358597,potential_pure_monetary_shock,False,True
ECB_20091203,2009-12-03,2009Q4,gfc,-5.23083374038625,-3.5,0.314817376122178,potential_pure_monetary_shock,False,True
ECB_20100114,2010-01-14,2010Q1,euro_crisis,0.1442476692043024,-1.1,-0.181830713177078,potential_information_shock,True,False
ECB_20100204,2010-02-04,2010Q1,euro_crisis,-0.0793296195337067,-0.5,-0.9575063063429028,potential_information_shock,True,False
ECB_20100304,2010-03-04,2010Q1,euro_crisis,-1.409650965894452,-2.05,0.307755207621874,potential_pure_monetary_shock,False,True
ECB_20100408,2010-04-08,2010Q2,euro_crisis,1.009298774485787,0.900000000000001,-0.10028072619539,potential_pure_monetary_shock,False,True
ECB_20100506,2010-05-06,2010Q2,euro_crisis,1.0724907736056015,1.15,-0.6927717142869659,potential_pure_monetary_shock,False,True
ECB_20100610,2010-06-10,2010Q2,euro_crisis,-1.630702140937389,-0.800000000000001,0.6878143641960929,potential_pure_monetary_shock,False,True
ECB_20100708,2010-07-08,2010Q3,euro_crisis,3.0773573413543063,4.65,0.5767909055502509,potential_information_shock,True,False
ECB_20100805,2010-08-05,2010Q3,euro_crisis,0.1800817751593715,-0.8499999999999949,-0.6018730122362649,potential_information_shock,True,False
ECB_20100902,2010-09-02,2010Q3,euro_crisis,-0.9407342268663492,-1.1,-0.118663756991477,potential_information_shock,True,False
ECB_20101007,2010-10-07,2010Q4,euro_crisis,0.6344167401864867,-0.4,0.0691707954803,potential_pure_monetary_shock,False,True
ECB_20101104,2010-11-04,2010Q4,euro_crisis,-0.5178464262538792,-0.700000000000001,-0.124715076894244,potential_information_shock,True,False
ECB_20101202,2010-12-02,2010Q4,euro_crisis,-2.7418371106737514,-2.8,-0.287375382852861,potential_information_shock,True,False
ECB_20110113,2011-01-13,2011Q1,euro_crisis,-0.1785986840685068,3.3,-0.0161646733454646,potential_pure_monetary_shock,False,True
ECB_20110203,2011-02-03,2011Q1,euro_crisis,-1.8755458016916688,-3.4,0.158118655338946,potential_pure_monetary_shock,False,True
ECB_20110303,2011-03-03,2011Q1,euro_crisis,10.275713094980782,12.9,-0.157459333306953,potential_pure_monetary_shock,False,True
ECB_20110407,2011-04-07,2011Q2,euro_crisis,1.2913530217766251,1.30000000000001,0.342264608402143,potential_information_shock,True,False
ECB_20110505,2011-05-05,2011Q2,euro_crisis,-6.0045075745811305,-10.2,0.226453328699172,potential_pure_monetary_shock,False,True
ECB_20110609,2011-06-09,2011Q2,euro_crisis,1.0283370920187156,-1.69999999999999,0.2065422702864689,potential_pure_monetary_shock,False,True
ECB_20110707,2011-07-07,2011Q3,euro_crisis,0.4582749201174692,1.10000000000001,0.645466470627998,potential_information_shock,True,False
ECB_20110804,2011-08-04,2011Q3,euro_crisis,-11.670074678778048,-14.0,-1.19662957846849,potential_information_shock,True,False
ECB_20110908,2011-09-08,2011Q3,euro_crisis,1.5317136044734865,-1.1,-0.345565513869506,potential_information_shock,True,False
ECB_20111006,2011-10-06,2011Q4,euro_crisis,1.296897812921039,11.5,-0.874495698297029,potential_pure_monetary_shock,False,True
ECB_20111103,2011-11-03,2011Q4,euro_crisis,0.3062837197217668,-8.05,0.167902536674891,potential_pure_monetary_shock,False,True
ECB_20111208,2011-12-08,2011Q4,euro_crisis,-3.0328692249502205,-1.3,-1.14186082996621,potential_information_shock,True,False
ECB_20120112,2012-01-12,2012Q1,euro_crisis,-0.3727344592622109,-0.3,-0.855914502238875,potential_information_shock,True,False
ECB_20120209,2012-02-09,2012Q1,euro_crisis,0.1366938134812489,-0.25,0.464658734617274,potential_pure_monetary_shock,False,True
ECB_20120308,2012-03-08,2012Q1,euro_crisis,-0.1041833666452423,-0.1,-0.23682095091635,potential_information_shock,True,False
ECB_20120404,2012-04-04,2012Q2,euro_crisis,0.0878765931834969,0.2,-0.2017664526837489,potential_pure_monetary_shock,False,True
ECB_20120503,2012-05-03,2012Q2,euro_crisis,1.0959755922007244,1.2,-1.05730906443915,potential_pure_monetary_shock,False,True
ECB_20120606,2012-06-06,2012Q2,euro_crisis,0.7050020594636024,2.2,-0.620527275185268,potential_pure_monetary_shock,False,True
ECB_20120705,2012-07-05,2012Q3,euro_crisis,0.5973504343136197,-8.1,-1.55924455878518,potential_information_shock,True,False
ECB_20120802,2012-08-02,2012Q3,euro_crisis,0.7447520263739803,2.1,-2.76954372443159,potential_pure_monetary_shock,False,True
ECB_20120906,2012-09-06,2012Q3,euro_crisis,-0.2037110988867894,0.0,1.15497068951793,ambiguous_zero_response,False,False
ECB_20121004,2012-10-04,2012Q4,euro_crisis,0.6326013471030244,0.4999999999999988,-0.0971934466925006,potential_pure_monetary_shock,False,True
ECB_20121108,2012-11-08,2012Q4,euro_crisis,0.8913652473769805,1.1,-0.0376311590433609,potential_pure_monetary_shock,False,True
ECB_20121206,2012-12-06,2012Q4,euro_crisis,-0.2011212186260934,-0.7,-0.0176918314198637,potential_information_shock,True,False
ECB_20130110,2013-01-10,2013Q1,euro_crisis,0.5645511477825115,1.4,0.332287413595012,potential_information_shock,True,False
ECB_20130207,2013-02-07,2013Q1,euro_crisis,0.0656477786460329,-1.3,-0.04977288848193601,potential_information_shock,True,False
ECB_20130307,2013-03-07,2013Q1,euro_crisis,0.2393756699973978,1.4,-0.0606149648268328,potential_pure_monetary_shock,False,True
ECB_20130404,2013-04-04,2013Q2,euro_crisis,0.1019793477628502,-0.2,-0.8261069683061169,potential_information_shock,True,False
ECB_20130502,2013-05-02,2013Q2,euro_crisis,-0.4372546430678353,-1.0,0.0036893289852457695,potential_pure_monetary_shock,False,True
ECB_20130606,2013-06-06,2013Q2,euro_crisis,-0.3561721183648259,1.6,-0.7404903366272639,potential_pure_monetary_shock,False,True
ECB_20130704,2013-07-04,2013Q3,euro_crisis,0.0864251118275455,-1.5,1.60533889301364,potential_pure_monetary_shock,False,True
ECB_20130801,2013-08-01,2013Q3,euro_crisis,-0.6309897671483825,0.700000000000001,0.222118586710174,potential_information_shock,True,False
ECB_20130905,2013-09-05,2013Q3,euro_crisis,-0.1714766188579363,-0.4999999999999988,0.119633884026715,potential_pure_monetary_shock,False,True
ECB_20131002,2013-10-02,2013Q4,euro_crisis,0.163709153948931,0.1,-0.2013540709679519,potential_pure_monetary_shock,False,True
ECB_20131107,2013-11-07,2013Q4,euro_crisis,-0.2750410250147889,-1.0,0.922527796492822,potential_pure_monetary_shock,False,True
ECB_20131205,2013-12-05,2013Q4,euro_crisis,0.9950296301653434,1.0,-0.346216518112818,potential_pure_monetary_shock,False,True
ECB_20140109,2014-01-09,2014Q1,euro_crisis,-0.2090637580010508,-0.5,-0.351263273130797,potential_information_shock,True,False
ECB_20140206,2014-02-06,2014Q1,euro_crisis,3.095768948188488,3.3,0.0241025161514585,potential_information_shock,True,False
ECB_20140306,2014-03-06,2014Q1,euro_crisis,3.940284014721749,2.75,-0.320062253482334,potential_pure_monetary_shock,False,True
ECB_20140403,2014-04-03,2014Q2,euro_crisis,1.5498728865532327,1.5,0.7940190968929169,potential_information_shock,True,False
ECB_20140508,2014-05-08,2014Q2,euro_crisis,0.4812985207880338,-0.700000000000001,0.2403269601799709,potential_pure_monetary_shock,False,True
ECB_20140605,2014-06-05,2014Q2,euro_crisis,-5.5772226842257435,-0.85,0.758521647014021,potential_pure_monetary_shock,False,True
ECB_20140703,2014-07-03,2014Q3,euro_crisis,0.2040338015495623,-0.3,0.481366345706569,potential_pure_monetary_shock,False,True
ECB_20140807,2014-08-07,2014Q3,euro_crisis,0.1591894356612353,0.3,0.018379215784314295,potential_information_shock,True,False
ECB_20140904,2014-09-04,2014Q3,euro_crisis,0.996674344395132,-5.3,0.994292288364384,potential_pure_monetary_shock,False,True
ECB_20141002,2014-10-02,2014Q4,euro_crisis,0.8873769372304838,0.2,-1.6111924196748,potential_pure_monetary_shock,False,True
ECB_20141106,2014-11-06,2014Q4,euro_crisis,0.5380397648749047,0.2,1.19355647700861,potential_information_shock,True,False
ECB_20141204,2014-12-04,2014Q4,euro_crisis,0.732797026793549,0.8999999999999999,-1.63189595075242,potential_pure_monetary_shock,False,True
ECB_20150122,2015-01-22,2015Q1,qe_era,-1.5183321015779832,-0.639999999999999,0.4844500696332689,potential_pure_monetary_shock,False,True
ECB_20150305,2015-03-05,2015Q1,qe_era,-1.5300618962387234,0.0,-0.0658903807275735,ambiguous_zero_response,False,False
ECB_20150415,2015-04-15,2015Q2,qe_era,-0.1887114772660532,0.2950000000000009,0.149348759673984,potential_information_shock,True,False
ECB_20150603,2015-06-03,2015Q2,qe_era,0.9347099702011218,0.214999999999999,-0.319661970526575,potential_pure_monetary_shock,False,True
ECB_20150716,2015-07-16,2015Q3,qe_era,0.3053361916669614,0.09500000000000061,0.05540467279150359,potential_information_shock,True,False
ECB_20150903,2015-09-03,2015Q3,qe_era,0.2896007029379512,-0.1,0.9635311983673838,potential_pure_monetary_shock,False,True
ECB_20151022,2015-10-22,2015Q4,qe_era,-1.130530233290454,-2.475,2.0069357381212094,potential_pure_monetary_shock,False,True
ECB_20151203,2015-12-03,2015Q4,qe_era,1.588660156691507,8.125,-3.64585351797242,potential_pure_monetary_shock,False,True
ECB_20160121,2016-01-21,2016Q1,qe_era,-1.5935692188383304,-2.56,0.400713909185058,potential_pure_monetary_shock,False,True
ECB_20160310,2016-03-10,2016Q1,qe_era,-0.3549808396338674,4.05,0.6886337601569539,potential_information_shock,True,False
ECB_20160421,2016-04-21,2016Q2,qe_era,0.3229244766856814,0.3,-0.248670697023989,potential_pure_monetary_shock,False,True
ECB_20160602,2016-06-02,2016Q2,qe_era,-0.557983751881824,0.0,-0.4516952803768959,ambiguous_zero_response,False,False
ECB_20160721,2016-07-21,2016Q3,qe_era,3.333144810662815,0.255,0.268560697187237,potential_information_shock,True,False
ECB_20160908,2016-09-08,2016Q3,qe_era,0.1479043768192402,0.900000000000001,-0.706778671544051,potential_pure_monetary_shock,False,True
ECB_20161020,2016-10-20,2016Q4,qe_era,-0.1704458475051896,-0.00499999999999945,0.098839863016309,potential_pure_monetary_shock,False,True
ECB_20161208,2016-12-08,2016Q4,qe_era,0.4399717031500111,-0.0850000000000017,0.761089152288008,potential_pure_monetary_shock,False,True
ECB_20170119,2017-01-19,2017Q1,qe_era,0.0093588208413247,0.0,0.353983744241937,ambiguous_zero_response,False,False
ECB_20170309,2017-03-09,2017Q1,qe_era,-0.960609007249146,0.2099999999999989,0.392688205950087,potential_information_shock,True,False
ECB_20170427,2017-04-27,2017Q2,qe_era,0.1538692966514039,-0.6000000000000009,0.0252352487292384,potential_pure_monetary_shock,False,True
ECB_20170608,2017-06-08,2017Q2,qe_era,0.2547767503349349,-0.1150012016296387,-0.1699910003637228,potential_information_shock,True,False
ECB_20170720,2017-07-20,2017Q3,qe_era,-0.2131780818777752,-0.7649987936019897,0.05605130358716792,potential_pure_monetary_shock,False,True
ECB_20170907,2017-09-07,2017Q3,qe_era,0.5198737414594597,-0.2000004053115845,0.05664905344069382,potential_pure_monetary_shock,False,True
ECB_20171026,2017-10-26,2017Q4,qe_era,-0.2446473391637698,0.3999978303909301,0.4000008442151425,potential_information_shock,True,False
ECB_20171214,2017-12-14,2017Q4,qe_era,-0.2526179821346739,0.0,0.1986147480257826,ambiguous_zero_response,False,False
ECB_20180125,2018-01-25,2018Q1,qe_era,-0.0627171918430855,0.1000016927719115,-0.6068287805204519,potential_pure_monetary_shock,False,True
ECB_20180308,2018-03-08,2018Q1,qe_era,0.1712652623084763,0.4999995231628418,0.6628023649293268,potential_information_shock,True,False
ECB_20180426,2018-04-26,2018Q2,qe_era,0.5426388379990164,0.0,-0.1231149814634236,ambiguous_zero_response,False,False
ECB_20180614,2018-06-14,2018Q2,qe_era,0.5705709790241871,-0.6050020456314086,1.240829426567025,potential_pure_monetary_shock,False,True
ECB_20180726,2018-07-26,2018Q3,qe_era,0.0528624150689853,0.0,0.2358914224146247,ambiguous_zero_response,False,False
ECB_20180913,2018-09-13,2018Q3,qe_era,-0.1450909724535264,-0.1700013875961304,-0.1869541905374916,potential_information_shock,True,False
ECB_20181025,2018-10-25,2018Q4,qe_era,-0.0591875957021961,-0.03999769687652588,-0.5988374321791667,potential_information_shock,True,False
ECB_20181213,2018-12-13,2018Q4,qe_era,0.4431768086038738,0.0,0.1205560376723369,ambiguous_zero_response,False,False
ECB_20190124,2019-01-24,2019Q1,qe_era,0.3136095350438647,-0.2000004053115845,-0.6108713137747301,potential_information_shock,True,False
ECB_20190307,2019-03-07,2019Q1,qe_era,-0.6123336569899231,-0.2000004053115845,-0.3616803745410734,potential_information_shock,True,False
ECB_20190410,2019-04-10,2019Q2,qe_era,-0.3817051882296478,-0.1499980688095093,0.03993490471518868,potential_pure_monetary_shock,False,True
ECB_20190606,2019-06-06,2019Q2,qe_era,0.7487535808936281,1.549997925758362,-0.5902570253255135,potential_pure_monetary_shock,False,True
ECB_20190725,2019-07-25,2019Q3,qe_era,1.0802895865441595,2.19,-0.73933,potential_pure_monetary_shock,False,True
ECB_20190912,2019-09-12,2019Q3,qe_era,0.6567069008349834,5.499998,0.042317,potential_information_shock,True,False
ECB_20191024,2019-10-24,2019Q4,qe_era,0.0796284335805854,0.07,-0.2237099999999999,potential_pure_monetary_shock,False,True
ECB_20191212,2019-12-12,2019Q4,qe_era,0.4600046913578129,0.150001,0.3328999999999999,potential_information_shock,True,False
ECB_20200123,2020-01-23,2020Q1,covid,1.2928077807063392,0.9000003337860107,-0.4705774570785691,potential_pure_monetary_shock,False,True
ECB_20200312,2020-03-12,2020Q1,covid,-1.2818598187074497,8.605003356933594,-3.9846747071505826,potential_pure_monetary_shock,False,True
ECB_20200430,2020-04-30,2020Q2,covid,0.4191184147917708,1.150000095367432,-1.1385433664615967,potential_pure_monetary_shock,False,True
ECB_20200604,2020-06-04,2020Q2,covid,0.0779863250737823,0.2700001001358032,0.02274219993054771,potential_information_shock,True,False
ECB_20200716,2020-07-16,2020Q3,covid,0.0829680741339703,-0.3300011157989502,0.2682750731960226,potential_pure_monetary_shock,False,True
ECB_20200910,2020-09-10,2020Q3,covid,-0.1542447518092617,0.1000016927719115,0.5051034060691961,potential_information_shock,True,False
ECB_20201029,2020-10-29,2020Q4,covid,-0.1255586909820803,-0.9000003337860107,1.293737727494548,potential_pure_monetary_shock,False,True
ECB_20201210,2020-12-10,2020Q4,covid,0.1017974555223057,1.309999823570251,-0.6932292819939789,potential_pure_monetary_shock,False,True
ECB_20210121,2021-01-21,2021Q1,covid,0.6691149174098748,-0.1150012016296387,-0.3422752529653295,potential_information_shock,True,False
ECB_20210311,2021-03-11,2021Q1,covid,1.7365792077911169,0.4099994897842407,0.1077376277679675,potential_information_shock,True,False
